revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
trotting,59,0,59,59
walking,125,59,125,66
trotting,136,125,136,11
left_turning,157,136,157,21
sniffing,221,157,221,64
walking,267,221,267,46
left_turning,277,267,277,10
sniffing,320,277,320,43
rising,321,320,321,1
walking,339,321,339,18
climbing,394,339,394,55
sniffing,411,394,411,17
climbing,454,411,454,43
trotting,455,454,455,1
stepping,489,455,489,34
climbing,563,489,563,74
rising,592,563,592,29
stepping,654,592,654,62
sniffing,662,654,662,8
climbing,712,662,712,50
hunching,756,712,756,44
climbing,854,756,854,98
rising,884,854,884,30
stepping,899,884,899,15
sniffing,900,899,900,1
climbing,918,900,918,18
sniffing,936,918,936,18
right_turning,937,936,937,1
walking,938,937,938,1
climbing,976,938,976,38
trotting,985,976,985,9
sniffing,986,985,986,1
walking,1040,986,1040,54
rising,1123,1040,1123,83
climbing,1141,1123,1141,18
walking,1178,1141,1178,37
rising,1302,1178,1302,124
climbing,1336,1302,1336,34
rearing,1379,1336,1379,43
right_turning,1386,1379,1386,7
running,1387,1386,1387,1
sniffing,1388,1387,1388,1
rising,1398,1388,1398,10
climbing,1454,1398,1454,56
right_turning,1479,1454,1479,25
sniffing,1480,1479,1480,1
grooming,1481,1480,1481,1
sniffing,1509,1481,1509,28
rising,1573,1509,1573,64
hunching,1767,1573,1767,194
climbing,1810,1767,1810,43
trotting,1838,1810,1838,28
stepping,1868,1838,1868,30
walking,1886,1868,1886,18
trotting,1922,1886,1922,36
rising,1923,1922,1923,1
right_turning,1940,1923,1940,17
trotting,1963,1940,1963,23
rising,2033,1963,2033,70
climbing,2054,2033,2054,21
rising,2055,2054,2055,1
walking,2090,2055,2090,35
climbing,2145,2090,2145,55
left_turning,2246,2145,2246,101
sniffing,2368,2246,2368,122
walking,2462,2368,2462,94
left_turning,2507,2462,2507,45
sniffing,2508,2507,2508,1
walking,2560,2508,2560,52
sniffing,2624,2560,2624,64
pausing,2625,2624,2625,1
sniffing,2678,2625,2678,53
walking,2710,2678,2710,32
climbing,2811,2710,2811,101
walking,2823,2811,2823,12
sniffing,2885,2823,2885,62
left_turning,2912,2885,2912,27
rising,2913,2912,2913,1
walking,2947,2913,2947,34
sniffing,2962,2947,2962,15
walking,3024,2962,3024,62
sniffing,3089,3024,3089,65
hunching,3125,3089,3125,36
trotting,3150,3125,3150,25
walking,3156,3150,3156,6
