revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
right_turning,5,0,5,5
sniffing,6,5,6,1
walking,16,6,16,10
rising,17,16,17,1
climbing,75,17,75,58
rearing,137,75,137,62
rising,157,137,157,20
grooming,158,157,158,1
right_turning,186,158,186,28
walking,226,186,226,40
rising,227,226,227,1
grooming,228,227,228,1
rising,474,228,474,246
sniffing,484,474,484,10
running,520,484,520,36
trotting,576,520,576,56
walking,604,576,604,28
rising,643,604,643,39
sniffing,661,643,661,18
running,671,661,671,10
walking,690,671,690,19
sniffing,691,690,691,1
right_turning,718,691,718,27
stepping,719,718,719,1
rising,737,719,737,18
sniffing,817,737,817,80
rising,818,817,818,1
right_turning,849,818,849,31
sniffing,916,849,916,67
right_turning,931,916,931,15
running,940,931,940,9
stepping,976,940,976,36
rising,1046,976,1046,70
sniffing,1090,1046,1090,44
left_turning,1100,1090,1100,10
sniffing,1101,1100,1101,1
rearing,1178,1101,1178,77
grooming,1202,1178,1202,24
rising,1230,1202,1230,28
walking,1290,1230,1290,60
rising,1291,1290,1291,1
sniffing,1347,1291,1347,56
stepping,1371,1347,1371,24
left_turning,1430,1371,1430,59
running,1440,1430,1440,10
sniffing,1476,1440,1476,36
rearing,1570,1476,1570,94
grooming,1696,1570,1696,126
sniffing,1731,1696,1731,35
trotting,1767,1731,1767,36
stepping,1780,1767,1780,13
sniffing,1888,1780,1888,108
rising,1915,1888,1915,27
sniffing,1924,1915,1924,9
stepping,1965,1924,1965,41
rising,1966,1965,1966,1
sniffing,1983,1966,1983,17
rising,1984,1983,1984,1
stepping,2022,1984,2022,38
running,2044,2022,2044,22
walking,2094,2044,2094,50
right_turning,2098,2094,2098,4
sniffing,2176,2098,2176,78
walking,2197,2176,2197,21
running,2212,2197,2212,15
walking,2269,2212,2269,57
rising,2311,2269,2311,42
stepping,2331,2311,2331,20
walking,2440,2331,2440,109
trotting,2457,2440,2457,17
sniffing,2458,2457,2458,1
stepping,2485,2458,2485,27
walking,2524,2485,2524,39
stepping,2553,2524,2553,29
walking,2607,2553,2607,54
sniffing,2627,2607,2627,20
grooming,2718,2627,2718,91
walking,2721,2718,2721,3
sniffing,2790,2721,2790,69
right_turning,2796,2790,2796,6
walking,2840,2796,2840,44
sniffing,2862,2840,2862,22
stepping,2863,2862,2863,1
sniffing,2880,2863,2880,17
walking,2881,2880,2881,1
trotting,2912,2881,2912,31
climbing,2945,2912,2945,33
right_turning,2971,2945,2971,26
trotting,2999,2971,2999,28
walking,3097,2999,3097,98
running,3113,3097,3113,16
left_turning,3126,3113,3126,13
trotting,3159,3126,3159,33
rising,3160,3159,3160,1
grooming,3591,3160,3591,431
rising,3611,3591,3611,20
trotting,3648,3611,3648,37
stepping,3676,3648,3676,28
walking,3773,3676,3773,97
stepping,3790,3773,3790,17
walking,3822,3790,3822,32
trotting,3828,3822,3828,6
walking,3887,3828,3887,59
sniffing,3936,3887,3936,49
hunching,4046,3936,4046,110
grooming,4047,4046,4047,1
rearing,4381,4047,4381,334
sniffing,4409,4381,4409,28
walking,4447,4409,4447,38
stepping,4448,4447,4448,1
sniffing,4583,4448,4583,135
walking,4619,4583,4619,36
stepping,4627,4619,4627,8
running,4672,4627,4672,45
trotting,4677,4672,4677,5
walking,4699,4677,4699,22
sniffing,4721,4699,4721,22
walking,4738,4721,4738,17
sniffing,4744,4738,4744,6
hunching,4782,4744,4782,38
grooming,4783,4782,4783,1
hunching,4920,4783,4920,137
walking,4964,4920,4964,44
sniffing,5051,4964,5051,87
rearing,5052,5051,5052,1
sniffing,5053,5052,5053,1
walking,5069,5053,5069,16
sniffing,5118,5069,5118,49
stepping,5119,5118,5119,1
walking,5120,5119,5120,1
stepping,5121,5120,5121,1
sniffing,5135,5121,5135,14
trotting,5169,5135,5169,34
rising,5199,5169,5199,30
sniffing,5331,5199,5331,132
climbing,5352,5331,5352,21
sniffing,5379,5352,5379,27
stepping,5392,5379,5392,13
walking,5395,5392,5395,3
sniffing,5425,5395,5425,30
rising,5427,5425,5427,2
walking,5466,5427,5466,39
sniffing,5498,5466,5498,32
left_turning,5506,5498,5506,8
trotting,5517,5506,5517,11
running,5523,5517,5523,6
sniffing,5576,5523,5576,53
stepping,5577,5576,5577,1
sniffing,5620,5577,5620,43
left_turning,5641,5620,5641,21
walking,5659,5641,5659,18
running,5671,5659,5671,12
walking,5704,5671,5704,33
rising,5726,5704,5726,22
sniffing,5797,5726,5797,71
rising,5879,5797,5879,82
left_turning,5887,5879,5887,8
walking,5896,5887,5896,9
stepping,5951,5896,5951,55
walking,5956,5951,5956,5
rising,5964,5956,5964,8
rearing,6135,5964,6135,171
climbing,6178,6135,6178,43
grooming,6335,6178,6335,157
right_turning,6336,6335,6336,1
stepping,6361,6336,6361,25
rising,6422,6361,6422,61
sniffing,6497,6422,6497,75
rising,6720,6497,6720,223
climbing,6777,6720,6777,57
grooming,6899,6777,6899,122
sniffing,6957,6899,6957,58
rearing,6958,6957,6958,1
right_turning,6977,6958,6977,19
walking,6988,6977,6988,11
sniffing,7028,6988,7028,40
stepping,7073,7028,7073,45
climbing,7122,7073,7122,49
stepping,7154,7122,7154,32
rearing,7279,7154,7279,125
left_turning,7327,7279,7327,48
running,7354,7327,7354,27
trotting,7397,7354,7397,43
stepping,7400,7397,7400,3
walking,7427,7400,7427,27
trotting,7442,7427,7442,15
walking,7463,7442,7463,21
stepping,7501,7463,7501,38
sniffing,7535,7501,7535,34
right_turning,7544,7535,7544,9
sniffing,7658,7544,7658,114
grooming,7851,7658,7851,193
left_turning,7871,7851,7871,20
walking,7894,7871,7894,23
grooming,7918,7894,7918,24
hunching,7968,7918,7968,50
rising,8041,7968,8041,73
climbing,8060,8041,8060,19
sniffing,8088,8060,8088,28
stepping,8093,8088,8093,5
sniffing,8136,8093,8136,43
stepping,8141,8136,8141,5
walking,8196,8141,8196,55
stepping,8212,8196,8212,16
sniffing,8349,8212,8349,137
rising,8358,8349,8358,9
stepping,8381,8358,8381,23
sniffing,8382,8381,8382,1
walking,8386,8382,8386,4
sniffing,8392,8386,8392,6
left_turning,8435,8392,8435,43
rising,8461,8435,8461,26
sniffing,8504,8461,8504,43
rising,8534,8504,8534,30
grooming,8634,8534,8634,100
sniffing,8719,8634,8719,85
walking,8746,8719,8746,27
stepping,8747,8746,8747,1
sniffing,8758,8747,8758,11
walking,8768,8758,8768,10
stepping,8814,8768,8814,46
sniffing,8815,8814,8815,1
stepping,8857,8815,8857,42
sniffing,8902,8857,8902,45
left_turning,8919,8902,8919,17
trotting,8920,8919,8920,1
walking,8946,8920,8946,26
rising,8997,8946,8997,51
left_turning,9021,8997,9021,24
stepping,9044,9021,9044,23
sniffing,9082,9044,9082,38
stepping,9101,9082,9101,19
sniffing,9102,9101,9102,1
stepping,9148,9102,9148,46
grooming,9195,9148,9195,47
walking,9196,9195,9196,1
running,9222,9196,9222,26
stepping,9255,9222,9255,33
hunching,9288,9255,9288,33
left_turning,9330,9288,9330,42
walking,9353,9330,9353,23
sniffing,9425,9353,9425,72
climbing,9437,9425,9437,12
left_turning,9450,9437,9450,13
stepping,9489,9450,9489,39
grooming,9490,9489,9490,1
