revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
rising,22,0,22,22
rearing,201,22,201,179
climbing,241,201,241,40
grooming,414,241,414,173
rising,816,414,816,402
grooming,929,816,929,113
rising,1015,929,1015,86
grooming,1077,1015,1077,62
left_turning,1128,1077,1128,51
walking,1171,1128,1171,43
sniffing,1198,1171,1198,27
stepping,1251,1198,1251,53
sniffing,1261,1251,1261,10
rising,1262,1261,1262,1
sniffing,1263,1262,1263,1
rising,1271,1263,1271,8
trotting,1287,1271,1287,16
sniffing,1288,1287,1288,1
walking,1371,1288,1371,83
rising,1401,1371,1401,30
left_turning,1411,1401,1411,10
hunching,1419,1411,1419,8
grooming,1483,1419,1483,64
right_turning,1513,1483,1513,30
walking,1557,1513,1557,44
stepping,1590,1557,1590,33
sniffing,1603,1590,1603,13
walking,1618,1603,1618,15
rising,1619,1618,1619,1
rearing,1620,1619,1620,1
rising,1628,1620,1628,8
left_turning,1649,1628,1649,21
sniffing,1699,1649,1699,50
right_turning,1711,1699,1711,12
sniffing,1769,1711,1769,58
rising,1784,1769,1784,15
stepping,1785,1784,1785,1
walking,1799,1785,1799,14
stepping,1832,1799,1832,33
walking,1862,1832,1862,30
stepping,1905,1862,1905,43
sniffing,1906,1905,1906,1
running,1911,1906,1911,5
rising,1954,1911,1954,43
hunching,1986,1954,1986,32
rearing,2002,1986,2002,16
stepping,2007,2002,2007,5
grooming,2344,2007,2344,337
left_turning,2367,2344,2367,23
sniffing,2410,2367,2410,43
walking,2418,2410,2418,8
sniffing,2456,2418,2456,38
walking,2490,2456,2490,34
stepping,2512,2490,2512,22
walking,2541,2512,2541,29
sniffing,2555,2541,2555,14
rearing,2564,2555,2564,9
rising,2617,2564,2617,53
trotting,2625,2617,2625,8
walking,2708,2625,2708,83
stepping,2764,2708,2764,56
walking,2771,2764,2771,7
sniffing,2800,2771,2800,29
rearing,2880,2800,2880,80
grooming,3072,2880,3072,192
walking,3134,3072,3134,62
stepping,3161,3134,3161,27
sniffing,3162,3161,3162,1
stepping,3207,3162,3207,45
walking,3217,3207,3217,10
trotting,3233,3217,3233,16
walking,3235,3233,3235,2
rising,3333,3235,3333,98
walking,3384,3333,3384,51
trotting,3392,3384,3392,8
climbing,3432,3392,3432,40
grooming,3442,3432,3442,10
hunching,3480,3442,3480,38
rising,3491,3480,3491,11
walking,3510,3491,3510,19
stepping,3556,3510,3556,46
sniffing,3577,3556,3577,21
stepping,3616,3577,3616,39
rising,3656,3616,3656,40
sniffing,3681,3656,3681,25
stepping,3718,3681,3718,37
walking,3781,3718,3781,63
rising,3808,3781,3808,27
sniffing,3869,3808,3869,61
running,3901,3869,3901,32
left_turning,3910,3901,3910,9
sniffing,4062,3910,4062,152
stepping,4080,4062,4080,18
walking,4081,4080,4081,1
stepping,4095,4081,4095,14
walking,4130,4095,4130,35
sniffing,4131,4130,4131,1
rising,4132,4131,4132,1
stepping,4203,4132,4203,71
sniffing,4207,4203,4207,4
left_turning,4222,4207,4222,15
sniffing,4269,4222,4269,47
rising,4286,4269,4286,17
sniffing,4287,4286,4287,1
walking,4288,4287,4288,1
grooming,4289,4288,4289,1
rising,4347,4289,4347,58
walking,4379,4347,4379,32
stepping,4380,4379,4380,1
running,4391,4380,4391,11
trotting,4406,4391,4406,15
walking,4407,4406,4407,1
stepping,4420,4407,4420,13
trotting,4438,4420,4438,18
running,4467,4438,4467,29
stepping,4493,4467,4493,26
sniffing,4535,4493,4535,42
rising,4613,4535,4613,78
sniffing,4614,4613,4614,1
rising,4615,4614,4615,1
trotting,4637,4615,4637,22
sniffing,4657,4637,4657,20
rising,4681,4657,4681,24
walking,4691,4681,4691,10
sniffing,4711,4691,4711,20
right_turning,4712,4711,4712,1
walking,4844,4712,4844,132
sniffing,4869,4844,4869,25
walking,4909,4869,4909,40
trotting,4932,4909,4932,23
sniffing,4990,4932,4990,58
stepping,4991,4990,4991,1
walking,5019,4991,5019,28
trotting,5029,5019,5029,10
rising,5039,5029,5039,10
walking,5057,5039,5057,18
sniffing,5102,5057,5102,45
stepping,5130,5102,5130,28
rising,5159,5130,5159,29
sniffing,5268,5159,5268,109
rearing,5279,5268,5279,11
hunching,5367,5279,5367,88
grooming,5673,5367,5673,306
rising,5674,5673,5674,1
sniffing,5675,5674,5675,1
walking,5681,5675,5681,6
stepping,5728,5681,5728,47
