revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
rising,74,0,74,74
trotting,124,74,124,50
walking,153,124,153,29
trotting,167,153,167,14
sniffing,208,167,208,41
stepping,237,208,237,29
walking,276,237,276,39
rising,321,276,321,45
sniffing,366,321,366,45
rising,701,366,701,335
sniffing,734,701,734,33
walking,741,734,741,7
stepping,775,741,775,34
right_turning,817,775,817,42
walking,819,817,819,2
rising,821,819,821,2
grooming,998,821,998,177
left_turning,1020,998,1020,22
sniffing,1061,1020,1061,41
climbing,1092,1061,1092,31
rising,1093,1092,1093,1
left_turning,1100,1093,1100,7
grooming,1218,1100,1218,118
sniffing,1219,1218,1219,1
grooming,1220,1219,1220,1
trotting,1236,1220,1236,16
sniffing,1252,1236,1252,16
grooming,1253,1252,1253,1
rearing,1427,1253,1427,174
grooming,1568,1427,1568,141
rising,1569,1568,1569,1
sniffing,1579,1569,1579,10
stepping,1620,1579,1620,41
trotting,1647,1620,1647,27
walking,1648,1647,1648,1
trotting,1655,1648,1655,7
walking,1680,1655,1680,25
sniffing,1703,1680,1703,23
walking,1714,1703,1714,11
rising,1715,1714,1715,1
left_turning,1723,1715,1723,8
walking,1741,1723,1741,18
sniffing,1852,1741,1852,111
grooming,1911,1852,1911,59
stepping,1926,1911,1926,15
rising,1927,1926,1927,1
stepping,1975,1927,1975,48
trotting,2016,1975,2016,41
climbing,2052,2016,2052,36
grooming,2182,2052,2182,130
sniffing,2213,2182,2213,31
left_turning,2233,2213,2233,20
sniffing,2255,2233,2255,22
rising,2295,2255,2295,40
sniffing,2361,2295,2361,66
rising,2373,2361,2373,12
walking,2406,2373,2406,33
sniffing,2447,2406,2447,41
grooming,2448,2447,2448,1
sniffing,2449,2448,2449,1
grooming,2450,2449,2450,1
sniffing,2507,2450,2507,57
rising,2508,2507,2508,1
sniffing,2623,2508,2623,115
stepping,2654,2623,2654,31
sniffing,2804,2654,2804,150
walking,2831,2804,2831,27
rising,2845,2831,2845,14
walking,2863,2845,2863,18
sniffing,2866,2863,2866,3
rearing,2925,2866,2925,59
grooming,3009,2925,3009,84
rising,3052,3009,3052,43
stepping,3087,3052,3087,35
sniffing,3141,3087,3141,54
rearing,3163,3141,3163,22
climbing,3180,3163,3180,17
sniffing,3189,3180,3189,9
rising,3202,3189,3202,13
rearing,3203,3202,3203,1
hunching,3277,3203,3277,74
grooming,3324,3277,3324,47
walking,3419,3324,3419,95
trotting,3476,3419,3476,57
sniffing,3505,3476,3505,29
stepping,3536,3505,3536,31
sniffing,3564,3536,3564,28
walking,3581,3564,3581,17
rising,3590,3581,3590,9
sniffing,3675,3590,3675,85
stepping,3701,3675,3701,26
sniffing,3774,3701,3774,73
walking,3811,3774,3811,37
rising,3812,3811,3812,1
left_turning,3854,3812,3854,42
stepping,3867,3854,3867,13
sniffing,3909,3867,3909,42
trotting,3929,3909,3929,20
running,3953,3929,3953,24
sniffing,4012,3953,4012,59
rising,4017,4012,4017,5
walking,4055,4017,4055,38
right_turning,4088,4055,4088,33
stepping,4105,4088,4105,17
sniffing,4157,4105,4157,52
left_turning,4158,4157,4158,1
walking,4231,4158,4231,73
running,4266,4231,4266,35
sniffing,4289,4266,4289,23
grooming,4290,4289,4290,1
sniffing,4366,4290,4366,76
rising,4478,4366,4478,112
grooming,4538,4478,4538,60
sniffing,4542,4538,4542,4
rising,4543,4542,4543,1
sniffing,4589,4543,4589,46
stepping,4636,4589,4636,47
sniffing,4674,4636,4674,38
stepping,4695,4674,4695,21
rearing,4696,4695,4696,1
grooming,4813,4696,4813,117
sniffing,4828,4813,4828,15
running,4858,4828,4858,30
left_turning,4919,4858,4919,61
grooming,4971,4919,4971,52
hunching,4972,4971,4972,1
stepping,4999,4972,4999,27
walking,5021,4999,5021,22
left_turning,5059,5021,5059,38
sniffing,5093,5059,5093,34
scratching,5223,5093,5223,130
sniffing,5302,5223,5302,79
rising,5339,5302,5339,37
grooming,5442,5339,5442,103
sniffing,5463,5442,5463,21
rising,5491,5463,5491,28
sniffing,5494,5491,5494,3
rearing,5512,5494,5512,18
grooming,5661,5512,5661,149
sniffing,5703,5661,5703,42
rising,5717,5703,5717,14
rearing,5742,5717,5742,25
sniffing,5775,5742,5775,33
stepping,5787,5775,5787,12
walking,5845,5787,5845,58
sniffing,5846,5845,5846,1
walking,5959,5846,5959,113
running,6003,5959,6003,44
rising,6063,6003,6063,60
sniffing,6124,6063,6124,61
walking,6131,6124,6131,7
stepping,6138,6131,6138,7
walking,6169,6138,6169,31
rising,6221,6169,6221,52
climbing,6255,6221,6255,34
sniffing,6290,6255,6290,35
walking,6344,6290,6344,54
rearing,6399,6344,6399,55
rising,6409,6399,6409,10
grooming,6600,6409,6600,191
stepping,6670,6600,6670,70
walking,6671,6670,6671,1
sniffing,6749,6671,6749,78
right_turning,6752,6749,6752,3
rising,6773,6752,6773,21
sniffing,6838,6773,6838,65
left_turning,6839,6838,6839,1
rising,6868,6839,6868,29
sniffing,6954,6868,6954,86
right_turning,6961,6954,6961,7
walking,6973,6961,6973,12
trotting,6988,6973,6988,15
stepping,7013,6988,7013,25
walking,7040,7013,7040,27
rising,7115,7040,7115,75
walking,7132,7115,7132,17
trotting,7144,7132,7144,12
stepping,7227,7144,7227,83
walking,7253,7227,7253,26
stepping,7273,7253,7273,20
sniffing,7327,7273,7327,54
stepping,7361,7327,7361,34
sniffing,7401,7361,7401,40
stepping,7436,7401,7436,35
walking,7494,7436,7494,58
rising,7584,7494,7584,90
walking,7614,7584,7614,30
rising,7657,7614,7657,43
stepping,7689,7657,7689,32
rising,7749,7689,7749,60
grooming,7885,7749,7885,136
stepping,7909,7885,7909,24
walking,7995,7909,7995,86
rising,8059,7995,8059,64
sniffing,8066,8059,8066,7
rising,8095,8066,8095,29
walking,8154,8095,8154,59
stepping,8184,8154,8184,30
rearing,8185,8184,8185,1
grooming,8186,8185,8186,1
rising,8278,8186,8278,92
rearing,8358,8278,8358,80
rising,8373,8358,8373,15
walking,8400,8373,8400,27
rising,8512,8400,8512,112
grooming,8689,8512,8689,177
trotting,8705,8689,8705,16
running,8736,8705,8736,31
trotting,8761,8736,8761,25
sniffing,8787,8761,8787,26
stepping,8805,8787,8805,18
walking,8869,8805,8869,64
rising,8921,8869,8921,52
stepping,8933,8921,8933,12
trotting,8950,8933,8950,17
sniffing,9066,8950,9066,116
rising,9111,9066,9111,45
climbing,9114,9111,9114,3
grooming,9154,9114,9154,40
rearing,9155,9154,9155,1
grooming,9156,9155,9156,1
sniffing,9182,9156,9182,26
walking,9264,9182,9264,82
trotting,9321,9264,9321,57
sniffing,9342,9321,9342,21
grooming,9485,9342,9485,143
rearing,9486,9485,9486,1
grooming,10649,9486,10649,1163
trotting,10674,10649,10674,25
stepping,10685,10674,10685,11
walking,10715,10685,10715,30
stepping,10736,10715,10736,21
climbing,10771,10736,10771,35
grooming,10799,10771,10799,28
hunching,10900,10799,10900,101
left_turning,10916,10900,10916,16
sniffing,10950,10916,10950,34
walking,10954,10950,10954,4
trotting,10963,10954,10963,9
stepping,11013,10963,11013,50
sniffing,11014,11013,11014,1
grooming,11037,11014,11037,23
stepping,11076,11037,11076,39
walking,11133,11076,11133,57
sniffing,11183,11133,11183,50
stepping,11189,11183,11189,6
