revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,34,0,34,34
rising,35,34,35,1
stepping,78,35,78,43
sniffing,93,78,93,15
rising,122,93,122,29
right_turning,145,122,145,23
sniffing,175,145,175,30
walking,226,175,226,51
stepping,227,226,227,1
walking,246,227,246,19
sniffing,278,246,278,32
scratching,371,278,371,93
sniffing,410,371,410,39
walking,413,410,413,3
sniffing,414,413,414,1
rising,516,414,516,102
grooming,517,516,517,1
sniffing,558,517,558,41
rising,559,558,559,1
sniffing,600,559,600,41
stepping,608,600,608,8
walking,623,608,623,15
trotting,685,623,685,62
running,694,685,694,9
trotting,708,694,708,14
walking,769,708,769,61
sniffing,793,769,793,24
rearing,943,793,943,150
grooming,1064,943,1064,121
sniffing,1119,1064,1119,55
rising,1127,1119,1127,8
walking,1164,1127,1164,37
trotting,1166,1164,1166,2
running,1226,1166,1226,60
sniffing,1259,1226,1259,33
climbing,1291,1259,1291,32
rearing,1304,1291,1304,13
hunching,1481,1304,1481,177
grooming,1566,1481,1566,85
rising,1602,1566,1602,36
walking,1631,1602,1631,29
sniffing,1632,1631,1632,1
stepping,1638,1632,1638,6
walking,1660,1638,1660,22
trotting,1678,1660,1678,18
running,1710,1678,1710,32
sniffing,1771,1710,1771,61
rising,1800,1771,1800,29
sniffing,1824,1800,1824,24
rising,1825,1824,1825,1
walking,1858,1825,1858,33
stepping,1890,1858,1890,32
trotting,1916,1890,1916,26
sniffing,1947,1916,1947,31
stepping,1956,1947,1956,9
sniffing,2007,1956,2007,51
walking,2078,2007,2078,71
stepping,2114,2078,2114,36
trotting,2144,2114,2144,30
sniffing,2222,2144,2222,78
walking,2253,2222,2253,31
sniffing,2254,2253,2254,1
stepping,2255,2254,2255,1
walking,2260,2255,2260,5
sniffing,2261,2260,2261,1
climbing,2292,2261,2292,31
grooming,2354,2292,2354,62
sniffing,2389,2354,2389,35
walking,2412,2389,2412,23
rising,2475,2412,2475,63
rearing,2544,2475,2544,69
hunching,2563,2544,2563,19
left_turning,2568,2563,2568,5
walking,2581,2568,2581,13
stepping,2657,2581,2657,76
sniffing,2728,2657,2728,71
stepping,2750,2728,2750,22
sniffing,2795,2750,2795,45
stepping,2834,2795,2834,39
sniffing,2889,2834,2889,55
rising,2890,2889,2890,1
grooming,2996,2890,2996,106
stepping,3031,2996,3031,35
sniffing,3058,3031,3058,27
trotting,3113,3058,3113,55
sniffing,3118,3113,3118,5
walking,3150,3118,3150,32
trotting,3171,3150,3171,21
walking,3179,3171,3179,8
sniffing,3211,3179,3211,32
climbing,3227,3211,3227,16
running,3237,3227,3237,10
rising,3248,3237,3248,11
sniffing,3287,3248,3287,39
walking,3291,3287,3291,4
sniffing,3350,3291,3350,59
left_turning,3352,3350,3352,2
