revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,151,0,151,151
rising,171,151,171,20
sniffing,201,171,201,30
rising,303,201,303,102
sniffing,350,303,350,47
hunching,420,350,420,70
rearing,573,420,573,153
grooming,632,573,632,59
climbing,673,632,673,41
hunching,725,673,725,52
grooming,726,725,726,1
walking,775,726,775,49
sniffing,823,775,823,48
hunching,951,823,951,128
rising,993,951,993,42
grooming,994,993,994,1
hunching,1097,994,1097,103
grooming,1098,1097,1098,1
left_turning,1099,1098,1099,1
grooming,1100,1099,1100,1
left_turning,1101,1100,1101,1
walking,1139,1101,1139,38
rising,1221,1139,1221,82
trotting,1230,1221,1230,9
running,1260,1230,1260,30
right_turning,1271,1260,1271,11
rising,1272,1271,1272,1
climbing,1325,1272,1325,53
walking,1387,1325,1387,62
stepping,1388,1387,1388,1
sniffing,1424,1388,1424,36
walking,1425,1424,1425,1
sniffing,1533,1425,1533,108
stepping,1604,1533,1604,71
grooming,1654,1604,1654,50
scratching,1706,1654,1706,52
grooming,1724,1706,1724,18
right_turning,1725,1724,1725,1
stepping,1726,1725,1726,1
walking,1755,1726,1755,29
sniffing,1793,1755,1793,38
stepping,1859,1793,1859,66
walking,1894,1859,1894,35
trotting,1911,1894,1911,17
walking,1935,1911,1935,24
stepping,1941,1935,1941,6
walking,1967,1941,1967,26
stepping,1969,1967,1969,2
rising,2030,1969,2030,61
sniffing,2086,2030,2086,56
walking,2087,2086,2087,1
rising,2088,2087,2088,1
sniffing,2089,2088,2089,1
rising,2100,2089,2100,11
left_turning,2101,2100,2101,1
running,2118,2101,2118,17
trotting,2137,2118,2137,19
sniffing,2138,2137,2138,1
walking,2139,2138,2139,1
sniffing,2212,2139,2212,73
walking,2241,2212,2241,29
sniffing,2322,2241,2322,81
rearing,2387,2322,2387,65
hunching,2451,2387,2451,64
rearing,2470,2451,2470,19
sniffing,2514,2470,2514,44
walking,2546,2514,2546,32
stepping,2575,2546,2575,29
grooming,2576,2575,2576,1
sniffing,2619,2576,2619,43
stepping,2620,2619,2620,1
rising,2624,2620,2624,4
grooming,2678,2624,2678,54
walking,2719,2678,2719,41
running,2747,2719,2747,28
trotting,2754,2747,2754,7
walking,2772,2754,2772,18
stepping,2778,2772,2778,6
walking,2842,2778,2842,64
trotting,2867,2842,2867,25
sniffing,2937,2867,2937,70
left_turning,2972,2937,2972,35
running,3011,2972,3011,39
walking,3012,3011,3012,1
stepping,3039,3012,3039,27
sniffing,3104,3039,3104,65
hunching,3132,3104,3132,28
rising,3143,3132,3143,11
sniffing,3168,3143,3168,25
trotting,3201,3168,3201,33
stepping,3243,3201,3243,42
rising,3341,3243,3341,98
grooming,3962,3341,3962,621
sniffing,4027,3962,4027,65
rising,4089,4027,4089,62
walking,4109,4089,4109,20
trotting,4141,4109,4141,32
sniffing,4142,4141,4142,1
grooming,4248,4142,4248,106
walking,4345,4248,4345,97
rising,4377,4345,4377,32
rearing,4614,4377,4614,237
walking,4617,4614,4617,3
rearing,4625,4617,4625,8
rising,4670,4625,4670,45
trotting,4679,4670,4679,9
stepping,4702,4679,4702,23
rising,4703,4702,4703,1
stepping,4733,4703,4733,30
walking,4758,4733,4758,25
trotting,4789,4758,4789,31
walking,4840,4789,4840,51
stepping,4861,4840,4861,21
sniffing,4862,4861,4862,1
grooming,4926,4862,4926,64
left_turning,4941,4926,4941,15
trotting,4963,4941,4963,22
walking,5020,4963,5020,57
trotting,5036,5020,5036,16
walking,5049,5036,5049,13
trotting,5068,5049,5068,19
walking,5090,5068,5090,22
rising,5118,5090,5118,28
grooming,5119,5118,5119,1
walking,5120,5119,5120,1
stepping,5163,5120,5163,43
sniffing,5208,5163,5208,45
right_turning,5221,5208,5221,13
walking,5231,5221,5231,10
rising,5232,5231,5232,1
sniffing,5244,5232,5244,12
walking,5286,5244,5286,42
sniffing,5294,5286,5294,8
running,5352,5294,5352,58
sniffing,5366,5352,5366,14
trotting,5387,5366,5387,21
stepping,5490,5387,5490,103
right_turning,5531,5490,5531,41
walking,5532,5531,5532,1
rising,5555,5532,5555,23
sniffing,5556,5555,5556,1
stepping,5596,5556,5596,40
rising,5597,5596,5597,1
climbing,5644,5597,5644,47
hunching,5716,5644,5716,72
grooming,5813,5716,5813,97
stepping,5873,5813,5873,60
sniffing,5969,5873,5969,96
stepping,5976,5969,5976,7
trotting,5982,5976,5982,6
stepping,6025,5982,6025,43
rising,6042,6025,6042,17
sniffing,6071,6042,6071,29
walking,6084,6071,6084,13
sniffing,6088,6084,6088,4
hunching,6124,6088,6124,36
grooming,6336,6124,6336,212
left_turning,6337,6336,6337,1
walking,6356,6337,6356,19
sniffing,6388,6356,6388,32
grooming,6389,6388,6389,1
hunching,6483,6389,6483,94
grooming,6567,6483,6567,84
rising,6670,6567,6670,103
grooming,7437,6670,7437,767
sniffing,7621,7437,7621,184
rising,7639,7621,7639,18
hunching,7692,7639,7692,53
grooming,7699,7692,7699,7
rearing,7700,7699,7700,1
sniffing,7701,7700,7701,1
stepping,7706,7701,7706,5
walking,7747,7706,7747,41
stepping,7766,7747,7766,19
walking,7814,7766,7814,48
grooming,7887,7814,7887,73
stepping,7938,7887,7938,51
walking,7939,7938,7939,1
sniffing,8032,7939,8032,93
grooming,8153,8032,8153,121
sniffing,8154,8153,8154,1
right_turning,8179,8154,8179,25
stepping,8180,8179,8180,1
rising,8220,8180,8220,40
sniffing,8280,8220,8280,60
walking,8291,8280,8291,11
rising,8340,8291,8340,49
trotting,8359,8340,8359,19
sniffing,8396,8359,8396,37
walking,8441,8396,8441,45
sniffing,8487,8441,8487,46
rearing,8510,8487,8510,23
sniffing,8555,8510,8555,45
stepping,8582,8555,8582,27
rising,8613,8582,8613,31
hunching,8643,8613,8643,30
grooming,9101,8643,9101,458
walking,9131,9101,9131,30
running,9155,9131,9155,24
sniffing,9156,9155,9156,1
grooming,9404,9156,9404,248
sniffing,9542,9404,9542,138
grooming,9543,9542,9543,1
stepping,9570,9543,9570,27
walking,9603,9570,9603,33
rearing,9799,9603,9799,196
grooming,9800,9799,9800,1
sniffing,9939,9800,9939,139
grooming,9976,9939,9976,37
rearing,9977,9976,9977,1
hunching,10080,9977,10080,103
left_turning,10131,10080,10131,51
running,10158,10131,10158,27
stepping,10205,10158,10205,47
sniffing,10207,10205,10207,2
rising,10208,10207,10208,1
climbing,10235,10208,10235,27
rising,10236,10235,10236,1
rearing,10252,10236,10252,16
rising,10258,10252,10258,6
sniffing,10305,10258,10305,47
trotting,10328,10305,10328,23
rising,10341,10328,10341,13
rearing,10342,10341,10342,1
grooming,10427,10342,10427,85
rising,10481,10427,10481,54
sniffing,10500,10481,10500,19
grooming,11113,10500,11113,613
rising,11128,11113,11128,15
walking,11141,11128,11141,13
rising,11164,11141,11164,23
grooming,11444,11164,11444,280
hunching,11445,11444,11445,1
grooming,11574,11445,11574,129
scratching,11602,11574,11602,28
walking,11648,11602,11648,46
rising,11678,11648,11678,30
grooming,11782,11678,11782,104
stepping,11845,11782,11845,63
sniffing,11847,11845,11847,2
walking,11878,11847,11878,31
sniffing,11911,11878,11911,33
walking,11962,11911,11962,51
rising,11963,11962,11963,1
climbing,11990,11963,11990,27
sniffing,12006,11990,12006,16
left_turning,12019,12006,12019,13
rising,12240,12019,12240,221
walking,12292,12240,12292,52
running,12317,12292,12317,25
sniffing,12424,12317,12424,107
rising,12440,12424,12440,16
hunching,12485,12440,12485,45
grooming,12486,12485,12486,1
rising,12565,12486,12565,79
climbing,12587,12565,12587,22
walking,12588,12587,12588,1
rearing,12639,12588,12639,51
hunching,12717,12639,12717,78
rising,12718,12717,12718,1
climbing,12771,12718,12771,53
sniffing,12816,12771,12816,45
rising,12845,12816,12845,29
stepping,12870,12845,12870,25
rearing,13127,12870,13127,257
grooming,13327,13127,13327,200
stepping,13357,13327,13357,30
rising,13402,13357,13402,45
sniffing,13457,13402,13457,55
grooming,13678,13457,13678,221
rising,13766,13678,13766,88
left_turning,13798,13766,13798,32
right_turning,13801,13798,13801,3
climbing,13802,13801,13802,1
rearing,13828,13802,13828,26
hunching,13910,13828,13910,82
rearing,13995,13910,13995,85
sniffing,14096,13995,14096,101
walking,14119,14096,14119,23
grooming,14256,14119,14256,137
sniffing,14279,14256,14279,23
left_turning,14343,14279,14343,64
trotting,14371,14343,14371,28
sniffing,14375,14371,14375,4
stepping,14443,14375,14443,68
sniffing,14488,14443,14488,45
rising,14506,14488,14506,18
grooming,14507,14506,14507,1
stepping,14534,14507,14534,27
sniffing,14601,14534,14601,67
grooming,14632,14601,14632,31
rising,14664,14632,14664,32
climbing,14683,14664,14683,19
grooming,14753,14683,14753,70
rising,14786,14753,14786,33
right_turning,14853,14786,14853,67
sniffing,14854,14853,14854,1
walking,14895,14854,14895,41
stepping,14896,14895,14896,1
sniffing,14897,14896,14897,1
running,14914,14897,14914,17
rising,14953,14914,14953,39
grooming,14954,14953,14954,1
sniffing,15047,14954,15047,93
grooming,15048,15047,15048,1
hunching,15085,15048,15085,37
grooming,15249,15085,15249,164
left_turning,15268,15249,15268,19
sniffing,15347,15268,15347,79
walking,15381,15347,15381,34
stepping,15382,15381,15382,1
rising,15523,15382,15523,141
hunching,15625,15523,15625,102
rearing,15757,15625,15757,132
hunching,15830,15757,15830,73
grooming,16569,15830,16569,739
walking,16574,16569,16574,5
rearing,16824,16574,16824,250
climbing,16849,16824,16849,25
rising,16850,16849,16850,1
grooming,16953,16850,16953,103
rising,17077,16953,17077,124
rearing,17142,17077,17142,65
right_turning,17179,17142,17179,37
walking,17246,17179,17246,67
rearing,17351,17246,17351,105
grooming,17522,17351,17522,171
rearing,17641,17522,17641,119
hunching,17677,17641,17677,36
grooming,17958,17677,17958,281
walking,18013,17958,18013,55
sniffing,18077,18013,18077,64
grooming,18078,18077,18078,1
hunching,18119,18078,18119,41
rearing,18120,18119,18120,1
walking,18141,18120,18141,21
stepping,18184,18141,18184,43
rising,18223,18184,18223,39
walking,18236,18223,18236,13
stepping,18279,18236,18279,43
walking,18316,18279,18316,37
stepping,18358,18316,18358,42
right_turning,18377,18358,18377,19
sniffing,18484,18377,18484,107
rising,18530,18484,18530,46
sniffing,18531,18530,18531,1
rising,18532,18531,18532,1
climbing,18588,18532,18588,56
left_turning,18604,18588,18604,16
walking,18626,18604,18626,22
trotting,18640,18626,18640,14
walking,18683,18640,18683,43
stepping,18724,18683,18724,41
sniffing,18725,18724,18725,1
running,18747,18725,18747,22
stepping,18778,18747,18778,31
rising,18821,18778,18821,43
rearing,18855,18821,18855,34
climbing,18867,18855,18867,12
walking,18935,18867,18935,68
trotting,18958,18935,18958,23
sniffing,18998,18958,18998,40
stepping,19047,18998,19047,49
sniffing,19094,19047,19094,47
left_turning,19101,19094,19101,7
stepping,19110,19101,19110,9
sniffing,19169,19110,19169,59
stepping,19219,19169,19219,50
walking,19220,19219,19220,1
sniffing,19244,19220,19244,24
trotting,19272,19244,19272,28
running,19324,19272,19324,52
walking,19326,19324,19326,2
left_turning,19327,19326,19327,1
sniffing,19382,19327,19382,55
right_turning,19383,19382,19383,1
stepping,19418,19383,19418,35
sniffing,19442,19418,19442,24
climbing,19458,19442,19458,16
sniffing,19468,19458,19468,10
rising,19490,19468,19490,22
walking,19495,19490,19495,5
sniffing,19542,19495,19542,47
stepping,19585,19542,19585,43
walking,19602,19585,19602,17
sniffing,19651,19602,19651,49
right_turning,19675,19651,19675,24
stepping,19758,19675,19758,83
grooming,19759,19758,19759,1
walking,19760,19759,19760,1
sniffing,19795,19760,19795,35
grooming,19796,19795,19796,1
climbing,19861,19796,19861,65
right_turning,19882,19861,19882,21
stepping,19889,19882,19889,7
sniffing,19926,19889,19926,37
grooming,19967,19926,19967,41
left_turning,19968,19967,19968,1
sniffing,19983,19968,19983,15
hunching,20004,19983,20004,21
grooming,20005,20004,20005,1
left_turning,20037,20005,20037,32
grooming,20038,20037,20038,1
rearing,20039,20038,20039,1
stepping,20044,20039,20044,5
sniffing,20056,20044,20056,12
hunching,20138,20056,20138,82
rearing,20206,20138,20206,68
hunching,20246,20206,20246,40
rearing,20270,20246,20270,24
trotting,20299,20270,20299,29
sniffing,20356,20299,20356,57
rising,20396,20356,20396,40
grooming,20397,20396,20397,1
stepping,20404,20397,20404,7
sniffing,20412,20404,20412,8
climbing,20485,20412,20485,73
sniffing,20514,20485,20514,29
walking,20554,20514,20554,40
sniffing,20555,20554,20555,1
rising,20556,20555,20556,1
sniffing,20593,20556,20593,37
stepping,20660,20593,20660,67
walking,20710,20660,20710,50
grooming,20711,20710,20711,1
stepping,20807,20711,20807,96
climbing,20831,20807,20831,24
right_turning,20845,20831,20845,14
walking,20848,20845,20848,3
stepping,20861,20848,20861,13
sniffing,20923,20861,20923,62
stepping,20954,20923,20954,31
walking,20988,20954,20988,34
sniffing,20989,20988,20989,1
rearing,21065,20989,21065,76
grooming,21353,21065,21353,288
left_turning,21405,21353,21405,52
walking,21420,21405,21420,15
stepping,21469,21420,21469,49
sniffing,21470,21469,21470,1
rising,21500,21470,21500,30
walking,21501,21500,21501,1
sniffing,21586,21501,21586,85
stepping,21600,21586,21600,14
sniffing,21601,21600,21601,1
grooming,21760,21601,21760,159
left_turning,21788,21760,21788,28
walking,21804,21788,21804,16
rearing,22057,21804,22057,253
grooming,22910,22057,22910,853
sniffing,22929,22910,22929,19
rising,23052,22929,23052,123
climbing,23071,23052,23071,19
right_turning,23090,23071,23090,19
walking,23105,23090,23105,15
stepping,23148,23105,23148,43
sniffing,23177,23148,23177,29
left_turning,23228,23177,23228,51
stepping,23275,23228,23275,47
sniffing,23276,23275,23276,1
climbing,23312,23276,23312,36
grooming,23313,23312,23313,1
left_turning,23338,23313,23338,25
sniffing,23339,23338,23339,1
rearing,23432,23339,23432,93
left_turning,23439,23432,23439,7
trotting,23460,23439,23460,21
stepping,23494,23460,23494,34
sniffing,23561,23494,23561,67
stepping,23601,23561,23601,40
sniffing,23632,23601,23632,31
grooming,23633,23632,23633,1
stepping,23648,23633,23648,15
walking,23698,23648,23698,50
sniffing,23744,23698,23744,46
climbing,23782,23744,23782,38
grooming,23982,23782,23982,200
rearing,24018,23982,24018,36
grooming,24019,24018,24019,1
stepping,24043,24019,24043,24
rising,24062,24043,24062,19
walking,24079,24062,24079,17
sniffing,24122,24079,24122,43
grooming,24235,24122,24235,113
sniffing,24272,24235,24272,37
rising,24327,24272,24327,55
grooming,24392,24327,24392,65
right_turning,24413,24392,24413,21
walking,24434,24413,24434,21
sniffing,24435,24434,24435,1
rearing,24521,24435,24521,86
climbing,24563,24521,24563,42
running,24583,24563,24583,20
stepping,24603,24583,24603,20
grooming,24630,24603,24630,27
rising,24658,24630,24658,28
left_turning,24706,24658,24706,48
scratching,24851,24706,24851,145
sniffing,24854,24851,24854,3
climbing,24871,24854,24871,17
left_turning,24929,24871,24929,58
walking,24946,24929,24946,17
stepping,24964,24946,24964,18
climbing,25016,24964,25016,52
left_turning,25068,25016,25068,52
stepping,25122,25068,25122,54
walking,25124,25122,25124,2
trotting,25152,25124,25152,28
sniffing,25158,25152,25158,6
hunching,25197,25158,25197,39
stepping,25202,25197,25202,5
rising,25212,25202,25212,10
hunching,25296,25212,25296,84
rearing,25385,25296,25385,89
walking,25395,25385,25395,10
grooming,25568,25395,25568,173
stepping,25598,25568,25598,30
sniffing,25648,25598,25648,50
climbing,25689,25648,25689,41
left_turning,25703,25689,25703,14
