revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
grooming,1,0,1,1
sniffing,2,1,2,1
rising,63,2,63,61
climbing,71,63,71,8
sniffing,120,71,120,49
rising,356,120,356,236
sniffing,416,356,416,60
left_turning,462,416,462,46
trotting,463,462,463,1
walking,509,463,509,46
rising,510,509,510,1
walking,558,510,558,48
stepping,582,558,582,24
walking,611,582,611,29
trotting,659,611,659,48
rising,685,659,685,26
trotting,706,685,706,21
stepping,723,706,723,17
rising,727,723,727,4
sniffing,736,727,736,9
left_turning,740,736,740,4
trotting,770,740,770,30
walking,774,770,774,4
stepping,802,774,802,28
sniffing,837,802,837,35
rising,897,837,897,60
grooming,898,897,898,1
rearing,994,898,994,96
rising,1107,994,1107,113
rearing,1162,1107,1162,55
stepping,1166,1162,1166,4
sniffing,1169,1166,1169,3
walking,1212,1169,1212,43
rising,1228,1212,1228,16
rearing,1414,1228,1414,186
sniffing,1465,1414,1465,51
grooming,1466,1465,1466,1
sniffing,1467,1466,1467,1
walking,1500,1467,1500,33
sniffing,1591,1500,1591,91
running,1596,1591,1596,5
trotting,1643,1596,1643,47
running,1674,1643,1674,31
trotting,1675,1674,1675,1
sniffing,1725,1675,1725,50
rising,1766,1725,1766,41
left_turning,1827,1766,1827,61
walking,1892,1827,1892,65
running,1901,1892,1901,9
trotting,1903,1901,1903,2
stepping,1943,1903,1943,40
sniffing,1954,1943,1954,11
hunching,2081,1954,2081,127
rising,2179,2081,2179,98
rearing,2226,2179,2226,47
grooming,2304,2226,2304,78
sniffing,2335,2304,2335,31
rising,2400,2335,2400,65
trotting,2429,2400,2429,29
walking,2469,2429,2469,40
stepping,2492,2469,2492,23
sniffing,2493,2492,2493,1
walking,2553,2493,2553,60
sniffing,2568,2553,2568,15
walking,2590,2568,2590,22
sniffing,2591,2590,2591,1
rising,2629,2591,2629,38
walking,2670,2629,2670,41
left_turning,2756,2670,2756,86
running,2766,2756,2766,10
trotting,2775,2766,2775,9
stepping,2788,2775,2788,13
rearing,2865,2788,2865,77
hunching,2919,2865,2919,54
grooming,3159,2919,3159,240
rearing,3160,3159,3160,1
hunching,3229,3160,3229,69
grooming,3488,3229,3488,259
hunching,3544,3488,3544,56
grooming,3545,3544,3545,1
sniffing,3548,3545,3548,3
walking,3578,3548,3578,30
sniffing,3582,3578,3582,4
rising,3587,3582,3587,5
rearing,3644,3587,3644,57
grooming,4053,3644,4053,409
hunching,4079,4053,4079,26
rearing,4108,4079,4108,29
sniffing,4109,4108,4109,1
walking,4139,4109,4139,30
stepping,4153,4139,4153,14
rising,4184,4153,4184,31
sniffing,4238,4184,4238,54
rising,4258,4238,4258,20
