revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,38,0,38,38
walking,70,38,70,32
sniffing,99,70,99,29
walking,115,99,115,16
stepping,157,115,157,42
sniffing,198,157,198,41
right_turning,226,198,226,28
walking,239,226,239,13
sniffing,291,239,291,52
walking,360,291,360,69
rising,472,360,472,112
grooming,517,472,517,45
sniffing,544,517,544,27
stepping,577,544,577,33
sniffing,578,577,578,1
stepping,597,578,597,19
right_turning,605,597,605,8
walking,671,605,671,66
running,703,671,703,32
trotting,729,703,729,26
sniffing,750,729,750,21
stepping,787,750,787,37
sniffing,832,787,832,45
stepping,861,832,861,29
rearing,932,861,932,71
left_turning,969,932,969,37
sniffing,985,969,985,16
grooming,986,985,986,1
climbing,1034,986,1034,48
grooming,1149,1034,1149,115
rearing,1257,1149,1257,108
hunching,1314,1257,1314,57
stepping,1361,1314,1361,47
sniffing,1419,1361,1419,58
stepping,1443,1419,1443,24
sniffing,1596,1443,1596,153
stepping,1625,1596,1625,29
sniffing,1665,1625,1665,40
left_turning,1694,1665,1694,29
sniffing,1714,1694,1714,20
left_turning,1735,1714,1735,21
rearing,1763,1735,1763,28
hunching,1847,1763,1847,84
rearing,2074,1847,2074,227
sniffing,2082,2074,2082,8
grooming,2159,2082,2159,77
climbing,2174,2159,2174,15
rising,2196,2174,2196,22
walking,2208,2196,2208,12
rearing,2305,2208,2305,97
climbing,2344,2305,2344,39
left_turning,2374,2344,2374,30
rising,2452,2374,2452,78
sniffing,2503,2452,2503,51
walking,2526,2503,2526,23
rising,2583,2526,2583,57
rearing,2624,2583,2624,41
hunching,2625,2624,2625,1
left_turning,2677,2625,2677,52
walking,2750,2677,2750,73
stepping,2780,2750,2780,30
walking,2844,2780,2844,64
sniffing,2845,2844,2845,1
grooming,2846,2845,2846,1
sniffing,2847,2846,2847,1
rising,2848,2847,2848,1
sniffing,2877,2848,2877,29
stepping,2943,2877,2943,66
walking,2974,2943,2974,31
sniffing,3043,2974,3043,69
rising,3044,3043,3044,1
rearing,3135,3044,3135,91
climbing,3163,3135,3163,28
grooming,3164,3163,3164,1
hunching,3257,3164,3257,93
climbing,3268,3257,3268,11
walking,3313,3268,3313,45
stepping,3327,3313,3327,14
rising,3341,3327,3341,14
sniffing,3364,3341,3364,23
rising,3504,3364,3504,140
sniffing,3556,3504,3556,52
grooming,3648,3556,3648,92
sniffing,3732,3648,3732,84
stepping,3747,3732,3747,15
rising,3748,3747,3748,1
trotting,3759,3748,3759,11
sniffing,3795,3759,3795,36
rising,3796,3795,3796,1
left_turning,3866,3796,3866,70
walking,3908,3866,3908,42
sniffing,3937,3908,3937,29
rising,3971,3937,3971,34
sniffing,3996,3971,3996,25
stepping,4031,3996,4031,35
walking,4085,4031,4085,54
stepping,4086,4085,4086,1
walking,4129,4086,4129,43
rising,4316,4129,4316,187
grooming,4319,4316,4319,3
right_turning,4336,4319,4336,17
trotting,4357,4336,4357,21
walking,4363,4357,4363,6
stepping,4386,4363,4386,23
walking,4411,4386,4411,25
stepping,4440,4411,4440,29
walking,4464,4440,4464,24
sniffing,4527,4464,4527,63
left_turning,4554,4527,4554,27
rising,4629,4554,4629,75
stepping,4657,4629,4657,28
running,4678,4657,4678,21
sniffing,4697,4678,4697,19
left_turning,4698,4697,4698,1
walking,4731,4698,4731,33
sniffing,4760,4731,4760,29
stepping,4794,4760,4794,34
rising,4834,4794,4834,40
left_turning,4843,4834,4843,9
trotting,4883,4843,4883,40
sniffing,4965,4883,4965,82
walking,5028,4965,5028,63
sniffing,5060,5028,5060,32
scratching,5160,5060,5160,100
grooming,5192,5160,5192,32
scratching,5257,5192,5257,65
grooming,5438,5257,5438,181
hunching,5577,5438,5577,139
grooming,5578,5577,5578,1
rearing,5815,5578,5815,237
climbing,5848,5815,5848,33
sniffing,5849,5848,5849,1
rising,5897,5849,5897,48
left_turning,5900,5897,5900,3
sniffing,5937,5900,5937,37
hunching,5961,5937,5961,24
grooming,5962,5961,5962,1
hunching,6036,5962,6036,74
