revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
stepping,24,0,24,24
rising,60,24,60,36
sniffing,95,60,95,35
stepping,142,95,142,47
sniffing,213,142,213,71
rising,254,213,254,41
sniffing,259,254,259,5
rising,286,259,286,27
left_turning,335,286,335,49
walking,344,335,344,9
right_turning,355,344,355,11
stepping,380,355,380,25
rising,381,380,381,1
sniffing,434,381,434,53
rising,502,434,502,68
hunching,503,502,503,1
left_turning,522,503,522,19
walking,582,522,582,60
trotting,603,582,603,21
running,617,603,617,14
sniffing,680,617,680,63
walking,722,680,722,42
running,733,722,733,11
stepping,752,733,752,19
trotting,768,752,768,16
running,806,768,806,38
trotting,825,806,825,19
walking,867,825,867,42
trotting,892,867,892,25
running,902,892,902,10
walking,918,902,918,16
sniffing,983,918,983,65
rising,984,983,984,1
left_turning,1002,984,1002,18
walking,1059,1002,1059,57
trotting,1070,1059,1070,11
walking,1109,1070,1109,39
stepping,1144,1109,1144,35
sniffing,1157,1144,1157,13
walking,1190,1157,1190,33
left_turning,1227,1190,1227,37
stepping,1243,1227,1243,16
walking,1244,1243,1244,1
sniffing,1256,1244,1256,12
stepping,1265,1256,1265,9
walking,1316,1265,1316,51
stepping,1328,1316,1328,12
sniffing,1352,1328,1352,24
stepping,1374,1352,1374,22
sniffing,1378,1374,1378,4
walking,1429,1378,1429,51
rising,1528,1429,1528,99
sniffing,1530,1528,1530,2
walking,1612,1530,1612,82
rising,1678,1612,1678,66
walking,1705,1678,1705,27
trotting,1716,1705,1716,11
sniffing,1727,1716,1727,11
right_turning,1737,1727,1737,10
sniffing,1738,1737,1738,1
rearing,1753,1738,1753,15
grooming,1982,1753,1982,229
sniffing,2059,1982,2059,77
walking,2071,2059,2071,12
stepping,2075,2071,2075,4
sniffing,2076,2075,2076,1
grooming,2159,2076,2159,83
sniffing,2188,2159,2188,29
walking,2200,2188,2200,12
sniffing,2203,2200,2203,3
left_turning,2215,2203,2215,12
stepping,2258,2215,2258,43
rising,2259,2258,2259,1
sniffing,2310,2259,2310,51
grooming,2440,2310,2440,130
left_turning,2462,2440,2462,22
running,2477,2462,2477,15
rising,2508,2477,2508,31
running,2535,2508,2535,27
trotting,2550,2535,2550,15
sniffing,2551,2550,2551,1
walking,2580,2551,2580,29
rising,2641,2580,2641,61
sniffing,2648,2641,2648,7
rearing,2741,2648,2741,93
grooming,2841,2741,2841,100
climbing,2895,2841,2895,54
left_turning,2908,2895,2908,13
sniffing,2970,2908,2970,62
rearing,3112,2970,3112,142
climbing,3160,3112,3160,48
rising,3171,3160,3171,11
walking,3210,3171,3210,39
rising,3211,3210,3211,1
grooming,3881,3211,3881,670
rising,3920,3881,3920,39
walking,3946,3920,3946,26
rising,3947,3946,3947,1
stepping,3963,3947,3963,16
walking,3981,3963,3981,18
rising,4047,3981,4047,66
rearing,4048,4047,4048,1
rising,4057,4048,4057,9
grooming,4058,4057,4058,1
rearing,4070,4058,4070,12
stepping,4111,4070,4111,41
sniffing,4113,4111,4113,2
walking,4114,4113,4114,1
trotting,4122,4114,4122,8
stepping,4155,4122,4155,33
sniffing,4176,4155,4176,21
left_turning,4193,4176,4193,17
stepping,4211,4193,4211,18
walking,4240,4211,4240,29
sniffing,4253,4240,4253,13
stepping,4282,4253,4282,29
rising,4290,4282,4290,8
hunching,4323,4290,4323,33
grooming,4348,4323,4348,25
sniffing,4375,4348,4375,27
rising,4376,4375,4376,1
grooming,4377,4376,4377,1
left_turning,4378,4377,4378,1
sniffing,4411,4378,4411,33
climbing,4467,4411,4467,56
grooming,4569,4467,4569,102
sniffing,4586,4569,4586,17
walking,4601,4586,4601,15
running,4631,4601,4631,30
trotting,4665,4631,4665,34
stepping,4675,4665,4675,10
sniffing,4679,4675,4679,4
left_turning,4681,4679,4681,2
walking,4700,4681,4700,19
sniffing,4748,4700,4748,48
rearing,4796,4748,4796,48
rising,4820,4796,4820,24
left_turning,4843,4820,4843,23
grooming,4922,4843,4922,79
sniffing,4931,4922,4931,9
rising,5005,4931,5005,74
sniffing,5040,5005,5040,35
rising,5061,5040,5061,21
sniffing,5117,5061,5117,56
rising,5157,5117,5157,40
sniffing,5158,5157,5158,1
walking,5179,5158,5179,21
rearing,5294,5179,5294,115
rising,5322,5294,5322,28
grooming,5323,5322,5323,1
sniffing,5358,5323,5358,35
grooming,5359,5358,5359,1
hunching,5470,5359,5470,111
grooming,5471,5470,5471,1
sniffing,5522,5471,5522,51
rearing,5726,5522,5726,204
rising,5746,5726,5746,20
trotting,5756,5746,5756,10
walking,5810,5756,5810,54
trotting,5831,5810,5831,21
running,5850,5831,5850,19
walking,5899,5850,5899,49
sniffing,5982,5899,5982,83
rising,6044,5982,6044,62
stepping,6073,6044,6073,29
sniffing,6095,6073,6095,22
rising,6125,6095,6125,30
stepping,6199,6125,6199,74
walking,6232,6199,6232,33
left_turning,6277,6232,6277,45
walking,6278,6277,6278,1
left_turning,6287,6278,6287,9
