revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
rising,44,0,44,44
grooming,45,44,45,1
right_turning,57,45,57,12
walking,58,57,58,1
rising,79,58,79,21
walking,122,79,122,43
sniffing,188,122,188,66
running,190,188,190,2
trotting,230,190,230,40
sniffing,310,230,310,80
rearing,494,310,494,184
grooming,594,494,594,100
sniffing,634,594,634,40
grooming,638,634,638,4
rearing,738,638,738,100
grooming,743,738,743,5
rearing,841,743,841,98
hunching,969,841,969,128
stepping,972,969,972,3
rising,1020,972,1020,48
sniffing,1059,1020,1059,39
rearing,1097,1059,1097,38
grooming,1518,1097,1518,421
stepping,1542,1518,1542,24
sniffing,1593,1542,1593,51
walking,1629,1593,1629,36
sniffing,1658,1629,1658,29
rearing,1676,1658,1676,18
left_turning,1683,1676,1683,7
trotting,1712,1683,1712,29
walking,1713,1712,1713,1
sniffing,1714,1713,1714,1
rising,1760,1714,1760,46
sniffing,1795,1760,1795,35
stepping,1835,1795,1835,40
walking,1933,1835,1933,98
rising,1966,1933,1966,33
stepping,1999,1966,1999,33
walking,2014,1999,2014,15
sniffing,2024,2014,2024,10
left_turning,2061,2024,2061,37
stepping,2105,2061,2105,44
sniffing,2164,2105,2164,59
grooming,2305,2164,2305,141
walking,2319,2305,2319,14
trotting,2359,2319,2359,40
sniffing,2499,2359,2499,140
stepping,2524,2499,2524,25
sniffing,2634,2524,2634,110
stepping,2669,2634,2669,35
sniffing,2713,2669,2713,44
walking,2737,2713,2737,24
sniffing,2751,2737,2751,14
rising,2813,2751,2813,62
rearing,2930,2813,2930,117
rising,2947,2930,2947,17
sniffing,2948,2947,2948,1
rearing,2991,2948,2991,43
hunching,2992,2991,2992,1
walking,2993,2992,2993,1
rising,2994,2993,2994,1
sniffing,2999,2994,2999,5
left_turning,3010,2999,3010,11
walking,3060,3010,3060,50
sniffing,3173,3060,3173,113
left_turning,3178,3173,3178,5
running,3192,3178,3192,14
trotting,3216,3192,3216,24
stepping,3221,3216,3221,5
running,3250,3221,3250,29
sniffing,3313,3250,3313,63
running,3317,3313,3317,4
walking,3327,3317,3327,10
rearing,3330,3327,3330,3
sniffing,3383,3330,3383,53
rising,3426,3383,3426,43
left_turning,3461,3426,3461,35
walking,3486,3461,3486,25
stepping,3501,3486,3501,15
walking,3502,3501,3502,1
sniffing,3636,3502,3636,134
running,3669,3636,3669,33
trotting,3696,3669,3696,27
walking,3745,3696,3745,49
rising,3746,3745,3746,1
sniffing,3768,3746,3768,22
rising,3769,3768,3769,1
sniffing,3775,3769,3775,6
grooming,3835,3775,3835,60
sniffing,3836,3835,3836,1
running,3871,3836,3871,35
trotting,3918,3871,3918,47
sniffing,3972,3918,3972,54
rearing,4002,3972,4002,30
rising,4030,4002,4030,28
stepping,4044,4030,4044,14
trotting,4045,4044,4045,1
stepping,4049,4045,4049,4
sniffing,4055,4049,4055,6
walking,4082,4055,4082,27
stepping,4083,4082,4083,1
rising,4089,4083,4089,6
grooming,4126,4089,4126,37
hunching,4359,4126,4359,233
grooming,4493,4359,4493,134
climbing,4529,4493,4529,36
sniffing,4532,4529,4532,3
rising,4575,4532,4575,43
walking,4599,4575,4599,24
grooming,4600,4599,4600,1
sniffing,4616,4600,4616,16
stepping,4645,4616,4645,29
walking,4646,4645,4646,1
sniffing,4650,4646,4650,4
walking,4679,4650,4679,29
rising,4929,4679,4929,250
stepping,4943,4929,4943,14
climbing,4965,4943,4965,22
grooming,5100,4965,5100,135
hunching,5196,5100,5196,96
sniffing,5266,5196,5266,70
rising,5292,5266,5292,26
hunching,5328,5292,5328,36
left_turning,5402,5328,5402,74
stepping,5420,5402,5420,18
sniffing,5467,5420,5467,47
grooming,5520,5467,5520,53
walking,5543,5520,5543,23
sniffing,5585,5543,5585,42
trotting,5640,5585,5640,55
walking,5698,5640,5698,58
stepping,5722,5698,5722,24
rising,5765,5722,5765,43
rearing,5785,5765,5785,20
grooming,6097,5785,6097,312
left_turning,6169,6097,6169,72
walking,6218,6169,6218,49
sniffing,6237,6218,6237,19
stepping,6255,6237,6255,18
walking,6268,6255,6268,13
grooming,6406,6268,6406,138
rising,6432,6406,6432,26
walking,6461,6432,6461,29
stepping,6478,6461,6478,17
sniffing,6485,6478,6485,7
rising,6524,6485,6524,39
walking,6541,6524,6541,17
rising,6619,6541,6619,78
rearing,6687,6619,6687,68
hunching,6829,6687,6829,142
grooming,6830,6829,6830,1
hunching,6898,6830,6898,68
grooming,6899,6898,6899,1
hunching,6985,6899,6985,86
rearing,7085,6985,7085,100
hunching,7156,7085,7156,71
grooming,7157,7156,7157,1
hunching,7369,7157,7369,212
stepping,7370,7369,7370,1
rising,7520,7370,7520,150
grooming,7521,7520,7521,1
sniffing,7563,7521,7563,42
stepping,7585,7563,7585,22
sniffing,7624,7585,7624,39
rising,7629,7624,7629,5
walking,7667,7629,7667,38
running,7709,7667,7709,42
walking,7828,7709,7828,119
stepping,7867,7828,7867,39
sniffing,7965,7867,7965,98
stepping,8017,7965,8017,52
walking,8078,8017,8078,61
grooming,8079,8078,8079,1
hunching,8152,8079,8152,73
grooming,8490,8152,8490,338
