revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
grooming,33,0,33,33
hunching,75,33,75,42
walking,106,75,106,31
sniffing,127,106,127,21
running,149,127,149,22
trotting,150,149,150,1
walking,189,150,189,39
running,218,189,218,29
trotting,260,218,260,42
running,268,260,268,8
walking,298,268,298,30
stepping,314,298,314,16
left_turning,399,314,399,85
rising,431,399,431,32
sniffing,432,431,432,1
walking,447,432,447,15
trotting,472,447,472,25
walking,507,472,507,35
sniffing,508,507,508,1
walking,563,508,563,55
stepping,564,563,564,1
walking,565,564,565,1
rising,587,565,587,22
left_turning,622,587,622,35
walking,683,622,683,61
grooming,684,683,684,1
sniffing,712,684,712,28
rising,713,712,713,1
sniffing,714,713,714,1
grooming,908,714,908,194
sniffing,951,908,951,43
running,982,951,982,31
trotting,992,982,992,10
sniffing,1039,992,1039,47
walking,1120,1039,1120,81
sniffing,1156,1120,1156,36
left_turning,1159,1156,1159,3
trotting,1169,1159,1169,10
walking,1196,1169,1196,27
trotting,1234,1196,1234,38
running,1265,1234,1265,31
trotting,1266,1265,1266,1
sniffing,1335,1266,1335,69
walking,1397,1335,1397,62
sniffing,1398,1397,1398,1
left_turning,1411,1398,1411,13
walking,1412,1411,1412,1
rising,1413,1412,1413,1
sniffing,1441,1413,1441,28
rising,1455,1441,1455,14
hunching,1460,1455,1460,5
grooming,1645,1460,1645,185
left_turning,1686,1645,1686,41
sniffing,1688,1686,1688,2
grooming,2020,1688,2020,332
left_turning,2024,2020,2024,4
running,2039,2024,2039,15
walking,2056,2039,2056,17
sniffing,2073,2056,2073,17
left_turning,2088,2073,2088,15
rising,2150,2088,2150,62
climbing,2195,2150,2195,45
grooming,2196,2195,2196,1
walking,2267,2196,2267,71
stepping,2336,2267,2336,69
rising,2400,2336,2400,64
sniffing,2444,2400,2444,44
rising,2596,2444,2596,152
sniffing,2597,2596,2597,1
walking,2662,2597,2662,65
stepping,2707,2662,2707,45
rising,2803,2707,2803,96
grooming,2854,2803,2854,51
walking,2855,2854,2855,1
sniffing,2947,2855,2947,92
stepping,2970,2947,2970,23
sniffing,2992,2970,2992,22
left_turning,3007,2992,3007,15
stepping,3041,3007,3041,34
rising,3053,3041,3053,12
walking,3061,3053,3061,8
sniffing,3179,3061,3179,118
left_turning,3220,3179,3220,41
running,3271,3220,3271,51
trotting,3291,3271,3291,20
grooming,3411,3291,3411,120
climbing,3464,3411,3464,53
left_turning,3489,3464,3489,25
walking,3490,3489,3490,1
trotting,3513,3490,3513,23
walking,3578,3513,3578,65
sniffing,3625,3578,3625,47
rising,3636,3625,3636,11
hunching,3657,3636,3657,21
sniffing,3671,3657,3671,14
walking,3674,3671,3674,3
rising,3708,3674,3708,34
trotting,3746,3708,3746,38
walking,3768,3746,3768,22
sniffing,3783,3768,3783,15
stepping,3808,3783,3808,25
sniffing,3846,3808,3846,38
right_turning,3878,3846,3878,32
running,3903,3878,3903,25
sniffing,3911,3903,3911,8
trotting,3923,3911,3923,12
stepping,3924,3923,3924,1
rising,3951,3924,3951,27
walking,3952,3951,3952,1
rising,4023,3952,4023,71
sniffing,4033,4023,4033,10
stepping,4048,4033,4048,15
sniffing,4049,4048,4049,1
walking,4053,4049,4053,4
sniffing,4059,4053,4059,6
walking,4074,4059,4074,15
rising,4088,4074,4088,14
trotting,4101,4088,4101,13
sniffing,4130,4101,4130,29
stepping,4170,4130,4170,40
trotting,4182,4170,4182,12
running,4187,4182,4187,5
walking,4204,4187,4204,17
sniffing,4215,4204,4215,11
walking,4248,4215,4248,33
rising,4288,4248,4288,40
rearing,4291,4288,4291,3
rising,4313,4291,4313,22
grooming,4479,4313,4479,166
hunching,4480,4479,4480,1
grooming,4521,4480,4521,41
rearing,4546,4521,4546,25
sniffing,4547,4546,4547,1
left_turning,4548,4547,4548,1
rearing,4628,4548,4628,80
grooming,4702,4628,4702,74
rearing,4763,4702,4763,61
climbing,4795,4763,4795,32
rearing,4911,4795,4911,116
walking,4933,4911,4933,22
sniffing,4983,4933,4983,50
rising,4998,4983,4998,15
sniffing,4999,4998,4999,1
right_turning,5013,4999,5013,14
stepping,5025,5013,5025,12
sniffing,5026,5025,5026,1
walking,5060,5026,5060,34
rising,5082,5060,5082,22
sniffing,5096,5082,5096,14
trotting,5112,5096,5112,16
rising,5113,5112,5113,1
walking,5114,5113,5114,1
running,5143,5114,5143,29
trotting,5171,5143,5171,28
rising,5228,5171,5228,57
climbing,5269,5228,5269,41
walking,5345,5269,5345,76
sniffing,5346,5345,5346,1
rising,5391,5346,5391,45
walking,5423,5391,5423,32
stepping,5424,5423,5424,1
trotting,5438,5424,5438,14
running,5446,5438,5446,8
trotting,5469,5446,5469,23
sniffing,5491,5469,5491,22
trotting,5514,5491,5514,23
walking,5577,5514,5577,63
running,5583,5577,5583,6
trotting,5592,5583,5592,9
walking,5623,5592,5623,31
rising,5675,5623,5675,52
sniffing,5681,5675,5681,6
stepping,5719,5681,5719,38
walking,5757,5719,5757,38
grooming,5893,5757,5893,136
trotting,5907,5893,5907,14
rising,5963,5907,5963,56
sniffing,5977,5963,5977,14
right_turning,6001,5977,6001,24
rising,6030,6001,6030,29
sniffing,6031,6030,6031,1
left_turning,6047,6031,6047,16
grooming,6096,6047,6096,49
sniffing,6105,6096,6105,9
stepping,6133,6105,6133,28
sniffing,6134,6133,6134,1
right_turning,6146,6134,6146,12
trotting,6187,6146,6187,41
sniffing,6272,6187,6272,85
rising,6327,6272,6327,55
grooming,6374,6327,6374,47
rearing,6375,6374,6375,1
hunching,6408,6375,6408,33
grooming,6510,6408,6510,102
sniffing,6534,6510,6534,24
grooming,7105,6534,7105,571
rearing,7217,7105,7217,112
sniffing,7261,7217,7261,44
walking,7286,7261,7286,25
rearing,7287,7286,7287,1
sniffing,7327,7287,7327,40
stepping,7329,7327,7329,2
rising,7379,7329,7379,50
sniffing,7413,7379,7413,34
rising,7485,7413,7485,72
left_turning,7487,7485,7487,2
running,7508,7487,7508,21
walking,7523,7508,7523,15
sniffing,7565,7523,7565,42
stepping,7645,7565,7645,80
trotting,7658,7645,7658,13
sniffing,7667,7658,7667,9
grooming,7855,7667,7855,188
left_turning,7891,7855,7891,36
stepping,7911,7891,7911,20
right_turning,7926,7911,7926,15
trotting,7941,7926,7941,15
walking,7954,7941,7954,13
stepping,7955,7954,7955,1
left_turning,8038,7955,8038,83
trotting,8053,8038,8053,15
grooming,8054,8053,8054,1
walking,8062,8054,8062,8
running,8091,8062,8091,29
stepping,8170,8091,8170,79
walking,8230,8170,8230,60
rising,8281,8230,8281,51
sniffing,8315,8281,8315,34
rearing,8363,8315,8363,48
stepping,8391,8363,8391,28
rearing,8556,8391,8556,165
rising,8607,8556,8607,51
walking,8699,8607,8699,92
sniffing,8720,8699,8720,21
walking,8775,8720,8775,55
rising,8781,8775,8781,6
stepping,8786,8781,8786,5
walking,8787,8786,8787,1
sniffing,8860,8787,8860,73
rising,8899,8860,8899,39
walking,8900,8899,8900,1
running,8940,8900,8940,40
walking,8962,8940,8962,22
stepping,8991,8962,8991,29
walking,9022,8991,9022,31
trotting,9049,9022,9049,27
running,9063,9049,9063,14
stepping,9064,9063,9064,1
rising,9127,9064,9127,63
walking,9172,9127,9172,45
sniffing,9185,9172,9185,13
stepping,9220,9185,9220,35
hunching,9372,9220,9372,152
rearing,9420,9372,9420,48
hunching,9498,9420,9498,78
sniffing,9530,9498,9530,32
left_turning,9541,9530,9541,11
rising,9542,9541,9542,1
grooming,10006,9542,10006,464
left_turning,10026,10006,10026,20
walking,10071,10026,10071,45
sniffing,10097,10071,10097,26
walking,10135,10097,10135,38
sniffing,10144,10135,10144,9
trotting,10165,10144,10165,21
stepping,10177,10165,10177,12
climbing,10260,10177,10260,83
right_turning,10271,10260,10271,11
running,10286,10271,10286,15
stepping,10298,10286,10298,12
sniffing,10299,10298,10299,1
grooming,11089,10299,11089,790
rearing,11197,11089,11197,108
hunching,11220,11197,11220,23
rising,11221,11220,11221,1
climbing,11251,11221,11251,30
grooming,11252,11251,11252,1
rearing,11295,11252,11295,43
grooming,11299,11295,11299,4
scratching,11369,11299,11369,70
grooming,11659,11369,11659,290
rising,11668,11659,11668,9
rearing,11807,11668,11807,139
stepping,11808,11807,11808,1
rearing,12023,11808,12023,215
grooming,12248,12023,12248,225
trotting,12282,12248,12282,34
grooming,12283,12282,12283,1
sniffing,12284,12283,12284,1
rearing,12533,12284,12533,249
climbing,12593,12533,12593,60
running,12603,12593,12603,10
climbing,12720,12603,12720,117
rearing,12792,12720,12792,72
trotting,12824,12792,12824,32
walking,12843,12824,12843,19
sniffing,12970,12843,12970,127
stepping,12978,12970,12978,8
grooming,13147,12978,13147,169
walking,13217,13147,13217,70
stepping,13218,13217,13218,1
sniffing,13296,13218,13296,78
climbing,13385,13296,13385,89
grooming,13410,13385,13410,25
stepping,13448,13410,13448,38
walking,13469,13448,13469,21
stepping,13487,13469,13487,18
grooming,13561,13487,13561,74
rearing,13632,13561,13632,71
rising,13667,13632,13667,35
rearing,13672,13667,13672,5
grooming,13929,13672,13929,257
stepping,13977,13929,13977,48
grooming,13978,13977,13978,1
trotting,13988,13978,13988,10
walking,14009,13988,14009,21
rising,14082,14009,14082,73
grooming,14358,14082,14358,276
rearing,14393,14358,14393,35
sniffing,14450,14393,14450,57
grooming,14531,14450,14531,81
rising,14532,14531,14532,1
trotting,14562,14532,14562,30
sniffing,14595,14562,14595,33
grooming,14602,14595,14602,7
rising,14798,14602,14798,196
grooming,15086,14798,15086,288
rearing,15187,15086,15187,101
sniffing,15225,15187,15225,38
grooming,15355,15225,15355,130
rising,15356,15355,15356,1
left_turning,15378,15356,15378,22
walking,15428,15378,15428,50
grooming,15441,15428,15441,13
sniffing,15476,15441,15476,35
stepping,15507,15476,15507,31
rising,15661,15507,15661,154
sniffing,15662,15661,15662,1
grooming,15975,15662,15975,313
walking,16002,15975,16002,27
trotting,16021,16002,16021,19
grooming,16041,16021,16041,20
sniffing,16055,16041,16055,14
grooming,16349,16055,16349,294
rearing,16350,16349,16350,1
hunching,16434,16350,16434,84
grooming,16435,16434,16435,1
hunching,16436,16435,16436,1
rising,16540,16436,16540,104
grooming,16541,16540,16541,1
rising,16588,16541,16588,47
stepping,16630,16588,16630,42
walking,16648,16630,16648,18
left_turning,16694,16648,16694,46
stepping,16710,16694,16710,16
walking,16722,16710,16722,12
sniffing,16723,16722,16723,1
grooming,16724,16723,16724,1
rearing,16725,16724,16725,1
grooming,16791,16725,16791,66
sniffing,16840,16791,16840,49
stepping,16855,16840,16855,15
climbing,16873,16855,16873,18
grooming,17044,16873,17044,171
sniffing,17098,17044,17098,54
stepping,17107,17098,17107,9
rising,17191,17107,17191,84
sniffing,17231,17191,17231,40
hunching,17297,17231,17297,66
rearing,17390,17297,17390,93
grooming,17391,17390,17391,1
sniffing,17439,17391,17439,48
stepping,17446,17439,17446,7
trotting,17485,17446,17485,39
rising,17590,17485,17590,105
walking,17602,17590,17602,12
stepping,17621,17602,17621,19
grooming,17846,17621,17846,225
hunching,17879,17846,17879,33
grooming,18501,17879,18501,622
rearing,18536,18501,18536,35
grooming,18904,18536,18904,368
stepping,18940,18904,18940,36
rearing,19115,18940,19115,175
grooming,19133,19115,19133,18
scratching,19312,19133,19312,179
sniffing,19313,19312,19313,1
running,19331,19313,19331,18
trotting,19356,19331,19356,25
sniffing,19371,19356,19371,15
grooming,19581,19371,19581,210
left_turning,19613,19581,19613,32
walking,19629,19613,19629,16
sniffing,19757,19629,19757,128
stepping,19805,19757,19805,48
grooming,19864,19805,19864,59
stepping,19869,19864,19869,5
sniffing,19870,19869,19870,1
walking,19905,19870,19905,35
sniffing,19906,19905,19906,1
stepping,19926,19906,19926,20
rearing,20055,19926,20055,129
rising,20098,20055,20098,43
grooming,20251,20098,20251,153
right_turning,20275,20251,20275,24
sniffing,20321,20275,20321,46
left_turning,20333,20321,20333,12
stepping,20351,20333,20351,18
sniffing,20375,20351,20375,24
trotting,20390,20375,20390,15
stepping,20428,20390,20428,38
walking,20446,20428,20446,18
sniffing,20447,20446,20447,1
grooming,21155,20447,21155,708
walking,21173,21155,21173,18
grooming,21326,21173,21326,153
rearing,21423,21326,21423,97
stepping,21444,21423,21444,21
rearing,21477,21444,21477,33
grooming,21563,21477,21563,86
stepping,21676,21563,21676,113
trotting,21704,21676,21704,28
rising,21718,21704,21718,14
rearing,21767,21718,21767,49
walking,21769,21767,21769,2
sniffing,21840,21769,21840,71
rearing,21936,21840,21936,96
rising,21947,21936,21947,11
