revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,58,0,58,58
right_turning,74,58,74,16
running,93,74,93,19
stepping,121,93,121,28
sniffing,122,121,122,1
hunching,234,122,234,112
rising,256,234,256,22
climbing,300,256,300,44
hunching,308,300,308,8
grooming,365,308,365,57
right_turning,382,365,382,17
trotting,395,382,395,13
walking,418,395,418,23
trotting,434,418,434,16
walking,435,434,435,1
sniffing,448,435,448,13
walking,449,448,449,1
stepping,466,449,466,17
sniffing,494,466,494,28
grooming,540,494,540,46
climbing,580,540,580,40
rising,581,580,581,1
stepping,608,581,608,27
sniffing,618,608,618,10
left_turning,661,618,661,43
trotting,671,661,671,10
running,683,671,683,12
walking,686,683,686,3
sniffing,711,686,711,25
walking,715,711,715,4
stepping,746,715,746,31
walking,789,746,789,43
rising,833,789,833,44
climbing,878,833,878,45
sniffing,891,878,891,13
rising,928,891,928,37
grooming,977,928,977,49
rearing,989,977,989,12
climbing,1023,989,1023,34
rising,1206,1023,1206,183
walking,1230,1206,1230,24
stepping,1237,1230,1237,7
walking,1245,1237,1245,8
sniffing,1291,1245,1291,46
rising,1292,1291,1292,1
stepping,1311,1292,1311,19
rising,1352,1311,1352,41
running,1379,1352,1379,27
trotting,1412,1379,1412,33
walking,1471,1412,1471,59
sniffing,1498,1471,1498,27
walking,1524,1498,1524,26
trotting,1550,1524,1550,26
walking,1557,1550,1557,7
grooming,1672,1557,1672,115
rearing,1688,1672,1688,16
sniffing,1689,1688,1689,1
rising,1690,1689,1690,1
stepping,1721,1690,1721,31
walking,1739,1721,1739,18
rising,1776,1739,1776,37
stepping,1824,1776,1824,48
sniffing,1925,1824,1925,101
walking,1955,1925,1955,30
running,1967,1955,1967,12
walking,2002,1967,2002,35
rising,2003,2002,2003,1
right_turning,2020,2003,2020,17
sniffing,2021,2020,2021,1
stepping,2099,2021,2099,78
left_turning,2126,2099,2126,27
running,2153,2126,2153,27
walking,2217,2153,2217,64
stepping,2250,2217,2250,33
walking,2342,2250,2342,92
trotting,2393,2342,2393,51
grooming,2525,2393,2525,132
hunching,2548,2525,2548,23
grooming,2549,2548,2549,1
hunching,2682,2549,2682,133
rising,2732,2682,2732,50
stepping,2758,2732,2758,26
walking,2822,2758,2822,64
sniffing,2823,2822,2823,1
walking,2842,2823,2842,19
sniffing,2843,2842,2843,1
rising,2864,2843,2864,21
rearing,2865,2864,2865,1
rising,2978,2865,2978,113
sniffing,3013,2978,3013,35
stepping,3014,3013,3014,1
sniffing,3046,3014,3046,32
stepping,3071,3046,3071,25
walking,3093,3071,3093,22
sniffing,3164,3093,3164,71
trotting,3179,3164,3179,15
walking,3267,3179,3267,88
trotting,3276,3267,3276,9
left_turning,3305,3276,3305,29
walking,3344,3305,3344,39
trotting,3360,3344,3360,16
walking,3413,3360,3413,53
stepping,3438,3413,3438,25
rising,3445,3438,3445,7
walking,3529,3445,3529,84
stepping,3553,3529,3553,24
running,3576,3553,3576,23
trotting,3613,3576,3613,37
running,3631,3613,3631,18
walking,3642,3631,3642,11
sniffing,3662,3642,3662,20
walking,3711,3662,3711,49
stepping,3718,3711,3718,7
walking,3744,3718,3744,26
sniffing,3752,3744,3752,8
walking,3773,3752,3773,21
sniffing,3774,3773,3774,1
stepping,3822,3774,3822,48
trotting,3825,3822,3825,3
stepping,3851,3825,3851,26
sniffing,3889,3851,3889,38
rearing,3939,3889,3939,50
hunching,3980,3939,3980,41
rearing,4301,3980,4301,321
climbing,4356,4301,4356,55
running,4383,4356,4383,27
trotting,4423,4383,4423,40
rearing,4507,4423,4507,84
sniffing,4576,4507,4576,69
rising,4645,4576,4645,69
right_turning,4665,4645,4665,20
walking,4671,4665,4671,6
sniffing,4684,4671,4684,13
grooming,4861,4684,4861,177
rising,4862,4861,4862,1
stepping,4905,4862,4905,43
walking,4906,4905,4906,1
running,4928,4906,4928,22
walking,4956,4928,4956,28
rearing,5119,4956,5119,163
stepping,5151,5119,5151,32
sniffing,5234,5151,5234,83
walking,5264,5234,5264,30
trotting,5280,5264,5280,16
stepping,5300,5280,5300,20
rising,5338,5300,5338,38
sniffing,5364,5338,5364,26
hunching,5536,5364,5536,172
grooming,5702,5536,5702,166
rising,5703,5702,5703,1
climbing,5739,5703,5739,36
stepping,5747,5739,5747,8
running,5797,5747,5797,50
stepping,5824,5797,5824,27
sniffing,5875,5824,5875,51
right_turning,5887,5875,5887,12
walking,5891,5887,5891,4
rising,5920,5891,5920,29
sniffing,5921,5920,5921,1
stepping,5942,5921,5942,21
trotting,5976,5942,5976,34
walking,6019,5976,6019,43
trotting,6046,6019,6046,27
running,6066,6046,6066,20
sniffing,6102,6066,6102,36
rising,6158,6102,6158,56
left_turning,6172,6158,6172,14
rising,6206,6172,6206,34
sniffing,6219,6206,6219,13
running,6231,6219,6231,12
stepping,6262,6231,6262,31
rising,6263,6262,6263,1
right_turning,6283,6263,6283,20
sniffing,6305,6283,6305,22
rising,6319,6305,6319,14
left_turning,6338,6319,6338,19
sniffing,6356,6338,6356,18
rising,6381,6356,6381,25
stepping,6403,6381,6403,22
trotting,6423,6403,6423,20
stepping,6446,6423,6446,23
sniffing,6452,6446,6452,6
walking,6462,6452,6462,10
rising,6466,6462,6466,4
rearing,6528,6466,6528,62
climbing,6572,6528,6572,44
sniffing,6623,6572,6623,51
grooming,7561,6623,7561,938
hunching,7624,7561,7624,63
grooming,7711,7624,7711,87
sniffing,7751,7711,7751,40
running,7782,7751,7782,31
rising,7789,7782,7789,7
hunching,7968,7789,7968,179
grooming,7969,7968,7969,1
sniffing,8068,7969,8068,99
walking,8178,8068,8178,110
rising,8186,8178,8186,8
walking,8213,8186,8213,27
trotting,8233,8213,8233,20
walking,8241,8233,8241,8
sniffing,8242,8241,8242,1
grooming,8243,8242,8243,1
left_turning,8295,8243,8295,52
walking,8296,8295,8296,1
sniffing,8357,8296,8357,61
climbing,8380,8357,8380,23
grooming,8438,8380,8438,58
sniffing,8439,8438,8439,1
grooming,8477,8439,8477,38
walking,8483,8477,8483,6
rising,8484,8483,8484,1
grooming,8485,8484,8485,1
sniffing,8530,8485,8530,45
stepping,8568,8530,8568,38
trotting,8610,8568,8610,42
walking,8670,8610,8670,60
stepping,8709,8670,8709,39
walking,8717,8709,8717,8
stepping,8721,8717,8721,4
walking,8737,8721,8737,16
rising,8743,8737,8743,6
right_turning,8746,8743,8746,3
walking,8747,8746,8747,1
stepping,8788,8747,8788,41
