revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
grooming,44,0,44,44
sniffing,57,44,57,13
stepping,128,57,128,71
running,137,128,137,9
sniffing,253,137,253,116
rising,254,253,254,1
walking,366,254,366,112
stepping,389,366,389,23
left_turning,408,389,408,19
walking,410,408,410,2
rising,895,410,895,485
hunching,1089,895,1089,194
grooming,1090,1089,1090,1
sniffing,1158,1090,1158,68
rising,1159,1158,1159,1
grooming,1217,1159,1217,58
right_turning,1237,1217,1237,20
sniffing,1289,1237,1289,52
stepping,1290,1289,1290,1
grooming,1436,1290,1436,146
rearing,1481,1436,1481,45
grooming,1490,1481,1490,9
rearing,1562,1490,1562,72
left_turning,1575,1562,1575,13
stepping,1576,1575,1576,1
sniffing,1610,1576,1610,34
right_turning,1627,1610,1627,17
sniffing,1628,1627,1628,1
walking,1630,1628,1630,2
sniffing,1760,1630,1760,130
rising,1795,1760,1795,35
grooming,1988,1795,1988,193
walking,2015,1988,2015,27
sniffing,2016,2015,2016,1
rising,2026,2016,2026,10
grooming,2027,2026,2027,1
sniffing,2061,2027,2061,34
rising,2071,2061,2071,10
running,2110,2071,2110,39
sniffing,2124,2110,2124,14
left_turning,2175,2124,2175,51
trotting,2201,2175,2201,26
sniffing,2279,2201,2279,78
walking,2342,2279,2342,63
stepping,2390,2342,2390,48
rising,2391,2390,2391,1
sniffing,2434,2391,2434,43
rising,2446,2434,2446,12
sniffing,2514,2446,2514,68
left_turning,2531,2514,2531,17
running,2560,2531,2560,29
walking,2594,2560,2594,34
sniffing,2633,2594,2633,39
walking,2662,2633,2662,29
sniffing,2724,2662,2724,62
left_turning,2754,2724,2754,30
walking,2813,2754,2813,59
rising,2817,2813,2817,4
climbing,2840,2817,2840,23
walking,2878,2840,2878,38
sniffing,2879,2878,2879,1
rising,2914,2879,2914,35
grooming,3249,2914,3249,335
climbing,3290,3249,3290,41
left_turning,3331,3290,3331,41
stepping,3355,3331,3355,24
walking,3405,3355,3405,50
sniffing,3471,3405,3471,66
rising,3472,3471,3472,1
stepping,3500,3472,3500,28
walking,3537,3500,3537,37
grooming,3619,3537,3619,82
left_turning,3622,3619,3622,3
rising,3662,3622,3662,40
rearing,3703,3662,3703,41
grooming,3730,3703,3730,27
left_turning,3753,3730,3753,23
trotting,3781,3753,3781,28
stepping,3799,3781,3799,18
running,3830,3799,3830,31
trotting,3846,3830,3846,16
walking,3880,3846,3880,34
rising,3885,3880,3885,5
stepping,3946,3885,3946,61
walking,3996,3946,3996,50
