revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,59,0,59,59
walking,117,59,117,58
stepping,121,117,121,4
walking,143,121,143,22
trotting,145,143,145,2
stepping,169,145,169,24
sniffing,233,169,233,64
walking,255,233,255,22
trotting,285,255,285,30
walking,293,285,293,8
stepping,310,293,310,17
sniffing,347,310,347,37
stepping,408,347,408,61
running,457,408,457,49
trotting,478,457,478,21
stepping,497,478,497,19
sniffing,515,497,515,18
grooming,516,515,516,1
rearing,517,516,517,1
sniffing,559,517,559,42
stepping,585,559,585,26
rising,629,585,629,44
rearing,658,629,658,29
grooming,731,658,731,73
rearing,750,731,750,19
grooming,863,750,863,113
sniffing,934,863,934,71
grooming,997,934,997,63
sniffing,998,997,998,1
rising,1032,998,1032,34
sniffing,1098,1032,1098,66
walking,1111,1098,1111,13
sniffing,1112,1111,1112,1
stepping,1163,1112,1163,51
sniffing,1190,1163,1190,27
rising,1290,1190,1290,100
hunching,1519,1290,1519,229
grooming,1557,1519,1557,38
rising,1635,1557,1635,78
grooming,2155,1635,2155,520
walking,2189,2155,2189,34
sniffing,2226,2189,2226,37
stepping,2271,2226,2271,45
rising,2294,2271,2294,23
rearing,2295,2294,2295,1
sniffing,2327,2295,2327,32
walking,2345,2327,2345,18
running,2384,2345,2384,39
trotting,2391,2384,2391,7
stepping,2392,2391,2392,1
sniffing,2448,2392,2448,56
stepping,2467,2448,2467,19
trotting,2474,2467,2474,7
walking,2547,2474,2547,73
running,2583,2547,2583,36
trotting,2607,2583,2607,24
walking,2618,2607,2618,11
stepping,2632,2618,2632,14
sniffing,2641,2632,2641,9
hunching,2702,2641,2702,61
grooming,2703,2702,2703,1
sniffing,2737,2703,2737,34
running,2776,2737,2776,39
trotting,2798,2776,2798,22
stepping,2831,2798,2831,33
sniffing,2847,2831,2847,16
hunching,2848,2847,2848,1
trotting,2872,2848,2872,24
walking,2921,2872,2921,49
rising,2924,2921,2924,3
running,2927,2924,2927,3
stepping,3003,2927,3003,76
sniffing,3024,3003,3024,21
right_turning,3038,3024,3038,14
walking,3065,3038,3065,27
stepping,3066,3065,3066,1
rising,3082,3066,3082,16
left_turning,3106,3082,3106,24
sniffing,3157,3106,3157,51
rising,3167,3157,3167,10
sniffing,3189,3167,3189,22
grooming,3190,3189,3190,1
left_turning,3191,3190,3191,1
sniffing,3192,3191,3192,1
rising,3304,3192,3304,112
left_turning,3371,3304,3371,67
walking,3452,3371,3452,81
sniffing,3483,3452,3483,31
trotting,3485,3483,3485,2
walking,3562,3485,3562,77
stepping,3573,3562,3573,11
running,3589,3573,3589,16
walking,3635,3589,3635,46
trotting,3669,3635,3669,34
running,3698,3669,3698,29
walking,3743,3698,3743,45
stepping,3788,3743,3788,45
rising,3848,3788,3848,60
sniffing,3849,3848,3849,1
grooming,3865,3849,3865,16
running,3887,3865,3887,22
trotting,3895,3887,3895,8
stepping,3940,3895,3940,45
walking,3961,3940,3961,21
sniffing,4009,3961,4009,48
grooming,4085,4009,4085,76
stepping,4109,4085,4109,24
walking,4128,4109,4128,19
stepping,4151,4128,4151,23
sniffing,4190,4151,4190,39
running,4212,4190,4212,22
walking,4223,4212,4223,11
right_turning,4252,4223,4252,29
walking,4271,4252,4271,19
trotting,4310,4271,4310,39
stepping,4321,4310,4321,11
right_turning,4322,4321,4322,1
trotting,4359,4322,4359,37
sniffing,4362,4359,4362,3
grooming,4363,4362,4363,1
right_turning,4372,4363,4372,9
walking,4404,4372,4404,32
rising,4414,4404,4414,10
rearing,4419,4414,4419,5
right_turning,4455,4419,4455,36
walking,4478,4455,4478,23
sniffing,4561,4478,4561,83
stepping,4568,4561,4568,7
sniffing,4569,4568,4569,1
left_turning,4621,4569,4621,52
sniffing,4634,4621,4634,13
rising,4685,4634,4685,51
sniffing,4716,4685,4716,31
rising,4768,4716,4768,52
walking,4794,4768,4794,26
rising,4901,4794,4901,107
stepping,5001,4901,5001,100
running,5017,5001,5017,16
sniffing,5036,5017,5036,19
grooming,5118,5036,5118,82
rearing,5122,5118,5122,4
grooming,5123,5122,5123,1
stepping,5136,5123,5136,13
sniffing,5189,5136,5189,53
rising,5193,5189,5193,4
walking,5230,5193,5230,37
stepping,5245,5230,5245,15
right_turning,5276,5245,5276,31
walking,5304,5276,5304,28
sniffing,5396,5304,5396,92
left_turning,5406,5396,5406,10
sniffing,5407,5406,5407,1
rising,5409,5407,5409,2
walking,5461,5409,5461,52
sniffing,5462,5461,5462,1
rearing,5602,5462,5602,140
rising,5651,5602,5651,49
walking,5667,5651,5667,16
stepping,5695,5667,5695,28
grooming,5829,5695,5829,134
left_turning,5872,5829,5872,43
stepping,5885,5872,5885,13
left_turning,5915,5885,5915,30
stepping,5954,5915,5954,39
walking,5974,5954,5974,20
trotting,6028,5974,6028,54
rising,6057,6028,6057,29
sniffing,6130,6057,6130,73
trotting,6138,6130,6138,8
stepping,6178,6138,6178,40
sniffing,6285,6178,6285,107
walking,6339,6285,6339,54
stepping,6392,6339,6392,53
walking,6398,6392,6398,6
sniffing,6459,6398,6459,61
stepping,6481,6459,6481,22
running,6509,6481,6509,28
sniffing,6610,6509,6610,101
rising,6629,6610,6629,19
walking,6645,6629,6645,16
right_turning,6652,6645,6652,7
sniffing,6653,6652,6653,1
walking,6654,6653,6654,1
sniffing,6694,6654,6694,40
walking,6703,6694,6703,9
running,6733,6703,6733,30
trotting,6774,6733,6774,41
rising,6890,6774,6890,116
stepping,6971,6890,6971,81
sniffing,6978,6971,6978,7
left_turning,7011,6978,7011,33
walking,7035,7011,7035,24
rising,7040,7035,7040,5
grooming,7041,7040,7041,1
right_turning,7067,7041,7067,26
walking,7076,7067,7076,9
rising,7094,7076,7094,18
rearing,7158,7094,7158,64
climbing,7180,7158,7180,22
grooming,7315,7180,7315,135
sniffing,7345,7315,7345,30
walking,7389,7345,7389,44
rising,7474,7389,7474,85
walking,7509,7474,7509,35
sniffing,7510,7509,7510,1
walking,7531,7510,7531,21
sniffing,7555,7531,7555,24
grooming,7701,7555,7701,146
sniffing,7771,7701,7771,70
left_turning,7778,7771,7778,7
stepping,7811,7778,7811,33
sniffing,7812,7811,7812,1
rising,7814,7812,7814,2
stepping,7835,7814,7835,21
sniffing,7864,7835,7864,29
rising,7889,7864,7889,25
sniffing,7895,7889,7895,6
stepping,7935,7895,7935,40
left_turning,7949,7935,7949,14
trotting,7953,7949,7953,4
left_turning,7985,7953,7985,32
grooming,7996,7985,7996,11
stepping,8021,7996,8021,25
walking,8115,8021,8115,94
sniffing,8147,8115,8147,32
left_turning,8186,8147,8186,39
sniffing,8293,8186,8293,107
rearing,8294,8293,8294,1
climbing,8324,8294,8324,30
left_turning,8373,8324,8373,49
stepping,8416,8373,8416,43
rising,8454,8416,8454,38
grooming,8604,8454,8604,150
walking,8641,8604,8641,37
rising,8692,8641,8692,51
hunching,8742,8692,8742,50
grooming,8743,8742,8743,1
stepping,8753,8743,8753,10
sniffing,8760,8753,8760,7
rising,8794,8760,8794,34
sniffing,8865,8794,8865,71
stepping,8884,8865,8884,19
walking,8960,8884,8960,76
rising,9004,8960,9004,44
climbing,9030,9004,9030,26
rearing,9037,9030,9037,7
climbing,9108,9037,9108,71
rearing,9121,9108,9121,13
sniffing,9122,9121,9122,1
rising,9132,9122,9132,10
sniffing,9163,9132,9163,31
walking,9203,9163,9203,40
rising,9217,9203,9217,14
grooming,9218,9217,9218,1
walking,9227,9218,9227,9
stepping,9262,9227,9262,35
walking,9274,9262,9274,12
sniffing,9312,9274,9312,38
rising,9327,9312,9327,15
grooming,9328,9327,9328,1
