revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
sniffing,11,0,11,11
stepping,30,11,30,19
walking,40,30,40,10
stepping,65,40,65,25
right_turning,88,65,88,23
stepping,114,88,114,26
sniffing,171,114,171,57
left_turning,177,171,177,6
walking,199,177,199,22
rising,207,199,207,8
rearing,282,207,282,75
grooming,283,282,283,1
sniffing,339,283,339,56
grooming,388,339,388,49
walking,407,388,407,19
sniffing,472,407,472,65
right_turning,487,472,487,15
grooming,488,487,488,1
walking,533,488,533,45
stepping,580,533,580,47
walking,622,580,622,42
rising,733,622,733,111
grooming,761,733,761,28
rearing,822,761,822,61
hunching,823,822,823,1
climbing,883,823,883,60
grooming,1062,883,1062,179
sniffing,1081,1062,1081,19
stepping,1096,1081,1096,15
rearing,1098,1096,1098,2
rising,1190,1098,1190,92
grooming,1191,1190,1191,1
scratching,1222,1191,1222,31
sniffing,1244,1222,1244,22
right_turning,1259,1244,1259,15
stepping,1278,1259,1278,19
walking,1293,1278,1293,15
rising,1312,1293,1312,19
sniffing,1358,1312,1358,46
rising,1364,1358,1364,6
grooming,1506,1364,1506,142
rearing,1675,1506,1675,169
climbing,1717,1675,1717,42
left_turning,1726,1717,1726,9
sniffing,1773,1726,1773,47
stepping,1788,1773,1788,15
rising,1820,1788,1820,32
grooming,1821,1820,1821,1
sniffing,1822,1821,1822,1
stepping,1840,1822,1840,18
right_turning,1855,1840,1855,15
rising,1935,1855,1935,80
sniffing,2109,1935,2109,174
left_turning,2149,2109,2149,40
running,2171,2149,2171,22
rising,2183,2171,2183,12
walking,2293,2183,2293,110
sniffing,2311,2293,2311,18
rising,2343,2311,2343,32
left_turning,2351,2343,2351,8
walking,2393,2351,2393,42
running,2406,2393,2406,13
stepping,2441,2406,2441,35
walking,2467,2441,2467,26
running,2487,2467,2487,20
walking,2524,2487,2524,37
stepping,2525,2524,2525,1
sniffing,2563,2525,2563,38
rising,2564,2563,2564,1
rearing,2610,2564,2610,46
climbing,2647,2610,2647,37
grooming,2648,2647,2648,1
hunching,2649,2648,2649,1
grooming,2687,2649,2687,38
rising,2883,2687,2883,196
grooming,3140,2883,3140,257
stepping,3169,3140,3169,29
trotting,3200,3169,3200,31
stepping,3237,3200,3237,37
walking,3239,3237,3239,2
sniffing,3248,3239,3248,9
right_turning,3270,3248,3270,22
running,3287,3270,3287,17
walking,3301,3287,3301,14
stepping,3332,3301,3332,31
walking,3400,3332,3400,68
stepping,3430,3400,3430,30
walking,3456,3430,3456,26
sniffing,3501,3456,3501,45
rising,3525,3501,3525,24
grooming,3526,3525,3526,1
sniffing,3585,3526,3585,59
walking,3616,3585,3616,31
sniffing,3669,3616,3669,53
walking,3709,3669,3709,40
rising,3710,3709,3710,1
walking,3767,3710,3767,57
trotting,3781,3767,3781,14
sniffing,3782,3781,3782,1
grooming,3820,3782,3820,38
sniffing,3849,3820,3849,29
walking,3913,3849,3913,64
sniffing,3966,3913,3966,53
stepping,3984,3966,3984,18
sniffing,3991,3984,3991,7
stepping,4011,3991,4011,20
walking,4041,4011,4041,30
trotting,4068,4041,4068,27
rising,4124,4068,4124,56
grooming,4204,4124,4204,80
right_turning,4205,4204,4205,1
walking,4211,4205,4211,6
rising,4216,4211,4216,5
climbing,4264,4216,4264,48
sniffing,4281,4264,4281,17
left_turning,4282,4281,4282,1
sniffing,4350,4282,4350,68
rising,4412,4350,4412,62
stepping,4432,4412,4432,20
grooming,4586,4432,4586,154
rearing,4696,4586,4696,110
climbing,4749,4696,4749,53
left_turning,4762,4749,4762,13
walking,4767,4762,4767,5
stepping,4793,4767,4793,26
rising,4809,4793,4809,16
grooming,5445,4809,5445,636
rearing,5518,5445,5518,73
stepping,5549,5518,5549,31
sniffing,5611,5549,5611,62
stepping,5646,5611,5646,35
rising,5647,5646,5647,1
stepping,5663,5647,5663,16
walking,5696,5663,5696,33
trotting,5719,5696,5719,23
grooming,5829,5719,5829,110
rearing,5989,5829,5989,160
rising,6078,5989,6078,89
grooming,6148,6078,6148,70
rising,6309,6148,6309,161
sniffing,6310,6309,6310,1
rearing,6371,6310,6371,61
hunching,6425,6371,6425,54
grooming,6490,6425,6490,65
rising,6690,6490,6690,200
grooming,6756,6690,6756,66
left_turning,6794,6756,6794,38
sniffing,6819,6794,6819,25
rising,6825,6819,6825,6
rearing,6860,6825,6860,35
grooming,6861,6860,6861,1
rearing,6864,6861,6864,3
grooming,6892,6864,6892,28
rearing,7068,6892,7068,176
grooming,7155,7068,7155,87
left_turning,7174,7155,7174,19
walking,7223,7174,7223,49
sniffing,7224,7223,7224,1
grooming,7375,7224,7375,151
rising,7387,7375,7387,12
climbing,7428,7387,7428,41
sniffing,7459,7428,7459,31
walking,7491,7459,7491,32
right_turning,7509,7491,7509,18
sniffing,7553,7509,7553,44
rising,7554,7553,7554,1
sniffing,7555,7554,7555,1
stepping,7592,7555,7592,37
sniffing,7593,7592,7593,1
rising,7595,7593,7595,2
stepping,7625,7595,7625,30
walking,7659,7625,7659,34
sniffing,7699,7659,7699,40
walking,7731,7699,7731,32
sniffing,7743,7731,7743,12
walking,7756,7743,7756,13
stepping,7759,7756,7759,3
walking,7798,7759,7798,39
