revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
walking,40,0,40,40
sniffing,60,40,60,20
grooming,73,60,73,13
rising,80,73,80,7
stepping,95,80,95,15
walking,96,95,96,1
stepping,126,96,126,30
sniffing,232,126,232,106
rising,271,232,271,39
walking,283,271,283,12
sniffing,310,283,310,27
rising,327,310,327,17
right_turning,360,327,360,33
stepping,407,360,407,47
trotting,420,407,420,13
stepping,438,420,438,18
sniffing,450,438,450,12
stepping,499,450,499,49
walking,518,499,518,19
stepping,563,518,563,45
sniffing,619,563,619,56
trotting,634,619,634,15
stepping,664,634,664,30
sniffing,674,664,674,10
left_turning,675,674,675,1
right_turning,710,675,710,35
sniffing,729,710,729,19
grooming,819,729,819,90
climbing,842,819,842,23
grooming,919,842,919,77
rearing,920,919,920,1
sniffing,974,920,974,54
trotting,1005,974,1005,31
sniffing,1028,1005,1028,23
grooming,1109,1028,1109,81
sniffing,1233,1109,1233,124
trotting,1244,1233,1244,11
walking,1245,1244,1245,1
stepping,1274,1245,1274,29
walking,1290,1274,1290,16
left_turning,1342,1290,1342,52
walking,1376,1342,1376,34
sniffing,1444,1376,1444,68
rising,1500,1444,1500,56
left_turning,1535,1500,1535,35
sniffing,1572,1535,1572,37
running,1588,1572,1588,16
walking,1607,1588,1607,19
sniffing,1608,1607,1608,1
left_turning,1652,1608,1652,44
walking,1673,1652,1673,21
sniffing,1687,1673,1687,14
trotting,1706,1687,1706,19
stepping,1722,1706,1722,16
walking,1765,1722,1765,43
sniffing,1766,1765,1766,1
walking,1779,1766,1779,13
stepping,1813,1779,1813,34
walking,1852,1813,1852,39
trotting,1869,1852,1869,17
running,1900,1869,1900,31
trotting,1928,1900,1928,28
walking,1937,1928,1937,9
sniffing,2037,1937,2037,100
stepping,2048,2037,2048,11
right_turning,2061,2048,2061,13
trotting,2084,2061,2084,23
walking,2129,2084,2129,45
stepping,2177,2129,2177,48
walking,2203,2177,2203,26
climbing,2242,2203,2242,39
sniffing,2276,2242,2276,34
trotting,2305,2276,2305,29
sniffing,2306,2305,2306,1
climbing,2334,2306,2334,28
grooming,2413,2334,2413,79
rearing,2530,2413,2530,117
grooming,2848,2530,2848,318
hunching,2952,2848,2952,104
rearing,2977,2952,2977,25
sniffing,3004,2977,3004,27
rising,3005,3004,3005,1
stepping,3028,3005,3028,23
walking,3082,3028,3082,54
rising,3096,3082,3096,14
rearing,3097,3096,3097,1
grooming,3205,3097,3205,108
sniffing,3262,3205,3262,57
walking,3296,3262,3296,34
rising,3297,3296,3297,1
rearing,3455,3297,3455,158
climbing,3560,3455,3560,105
sniffing,3588,3560,3588,28
rising,3600,3588,3600,12
left_turning,3634,3600,3634,34
stepping,3648,3634,3648,14
walking,3686,3648,3686,38
stepping,3687,3686,3687,1
walking,3765,3687,3765,78
stepping,3806,3765,3806,41
walking,3840,3806,3840,34
left_turning,3866,3840,3866,26
sniffing,3893,3866,3893,27
left_turning,3913,3893,3913,20
running,3952,3913,3952,39
rising,4021,3952,4021,69
sniffing,4097,4021,4097,76
rising,4120,4097,4120,23
hunching,4121,4120,4121,1
rearing,4259,4121,4259,138
stepping,4277,4259,4277,18
left_turning,4285,4277,4285,8
stepping,4302,4285,4302,17
sniffing,4318,4302,4318,16
stepping,4351,4318,4351,33
rising,4376,4351,4376,25
sniffing,4377,4376,4377,1
rising,4411,4377,4411,34
rearing,4452,4411,4452,41
rising,4490,4452,4490,38
sniffing,4508,4490,4508,18
grooming,5119,4508,5119,611
climbing,5154,5119,5154,35
left_turning,5188,5154,5188,34
running,5227,5188,5227,39
walking,5228,5227,5228,1
trotting,5254,5228,5254,26
running,5277,5254,5277,23
trotting,5290,5277,5290,13
running,5318,5290,5318,28
trotting,5352,5318,5352,34
rising,5394,5352,5394,42
stepping,5447,5394,5447,53
running,5487,5447,5487,40
walking,5545,5487,5545,58
rising,5625,5545,5625,80
sniffing,5667,5625,5667,42
walking,5767,5667,5767,100
left_turning,5799,5767,5799,32
rising,5801,5799,5801,2
left_turning,5860,5801,5860,59
walking,5870,5860,5870,10
grooming,6026,5870,6026,156
right_turning,6039,6026,6039,13
sniffing,6047,6039,6047,8
rearing,6048,6047,6048,1
hunching,6215,6048,6215,167
grooming,6383,6215,6383,168
sniffing,6427,6383,6427,44
walking,6494,6427,6494,67
sniffing,6495,6494,6495,1
grooming,6575,6495,6575,80
left_turning,6577,6575,6577,2
grooming,6725,6577,6725,148
hunching,6785,6725,6785,60
grooming,6859,6785,6859,74
left_turning,6904,6859,6904,45
walking,6939,6904,6939,35
sniffing,7060,6939,7060,121
running,7074,7060,7074,14
trotting,7092,7074,7092,18
walking,7093,7092,7093,1
sniffing,7115,7093,7115,22
rising,7116,7115,7116,1
rearing,7117,7116,7117,1
