revised_movement_label,segBoundary,segBoundary_start,segBoundary_end,length
grooming,7,0,7,7
rearing,8,7,8,1
grooming,54,8,54,46
rearing,55,54,55,1
left_turning,98,55,98,43
running,130,98,130,32
right_turning,165,130,165,35
trotting,186,165,186,21
walking,209,186,209,23
rising,218,209,218,9
walking,259,218,259,41
running,273,259,273,14
trotting,282,273,282,9
rising,297,282,297,15
rearing,303,297,303,6
right_turning,310,303,310,7
trotting,320,310,320,10
rising,397,320,397,77
stepping,418,397,418,21
rising,427,418,427,9
walking,510,427,510,83
stepping,516,510,516,6
rising,542,516,542,26
walking,637,542,637,95
sniffing,651,637,651,14
left_turning,679,651,679,28
grooming,680,679,680,1
sniffing,754,680,754,74
walking,769,754,769,15
sniffing,915,769,915,146
stepping,936,915,936,21
sniffing,1027,936,1027,91
walking,1060,1027,1060,33
running,1093,1060,1093,33
walking,1161,1093,1161,68
grooming,1162,1161,1162,1
left_turning,1170,1162,1170,8
stepping,1194,1170,1194,24
walking,1207,1194,1207,13
running,1239,1207,1239,32
walking,1272,1239,1272,33
sniffing,1307,1272,1307,35
rearing,1355,1307,1355,48
climbing,1382,1355,1382,27
left_turning,1426,1382,1426,44
grooming,1431,1426,1431,5
sniffing,1494,1431,1494,63
stepping,1541,1494,1541,47
walking,1542,1541,1542,1
sniffing,1555,1542,1555,13
walking,1602,1555,1602,47
trotting,1626,1602,1626,24
running,1649,1626,1649,23
walking,1681,1649,1681,32
stepping,1682,1681,1682,1
trotting,1683,1682,1683,1
sniffing,1689,1683,1689,6
stepping,1710,1689,1710,21
walking,1742,1710,1742,32
trotting,1744,1742,1744,2
walking,1792,1744,1792,48
rearing,1901,1792,1901,109
hunching,1947,1901,1947,46
rising,2008,1947,2008,61
sniffing,2016,2008,2016,8
running,2025,2016,2025,9
walking,2099,2025,2099,74
trotting,2117,2099,2117,18
walking,2177,2117,2177,60
trotting,2208,2177,2208,31
walking,2237,2208,2237,29
stepping,2247,2237,2247,10
walking,2305,2247,2305,58
rising,2360,2305,2360,55
grooming,2633,2360,2633,273
left_turning,2648,2633,2648,15
sniffing,2668,2648,2668,20
rearing,2903,2668,2903,235
grooming,2904,2903,2904,1
scratching,2951,2904,2951,47
sniffing,2972,2951,2972,21
rising,3001,2972,3001,29
left_turning,3043,3001,3043,42
running,3067,3043,3067,24
trotting,3115,3067,3115,48
sniffing,3129,3115,3129,14
hunching,3130,3129,3130,1
grooming,3201,3130,3201,71
left_turning,3217,3201,3217,16
right_turning,3232,3217,3232,15
walking,3289,3232,3289,57
sniffing,3316,3289,3316,27
rising,3317,3316,3317,1
stepping,3341,3317,3341,24
walking,3394,3341,3394,53
trotting,3421,3394,3421,27
running,3443,3421,3443,22
stepping,3473,3443,3473,30
rearing,3611,3473,3611,138
rising,3633,3611,3633,22
left_turning,3701,3633,3701,68
sniffing,3742,3701,3742,41
left_turning,3764,3742,3764,22
sniffing,3765,3764,3765,1
stepping,3791,3765,3791,26
walking,3853,3791,3853,62
sniffing,3869,3853,3869,16
trotting,3881,3869,3881,12
walking,3898,3881,3898,17
stepping,3921,3898,3921,23
rising,3956,3921,3956,35
